"","0.5:1e-04","0.5:1e-05","0.5:1e-06","0.75:1e-04","0.75:1e-05","0.75:1e-06","0.9:1e-04","0.9:1e-05","0.9:1e-06"
"1.74",1,1,1,0.999999148374034,0.999946184610116,0.998999900681997,0.0662572448907007,0.0150203093389075,0.00295624882222811
"1.75",1,1,1,0.999999395318545,0.999959029942506,0.999195364840007,0.0691216864789547,0.0158298364655449,0.00314241474932908
"1.76",1,1,1,0.999999572811023,0.999968951620653,0.999355333513403,0.0720858169038407,0.0166780722807275,0.00333945140923753
"1.77",1,1,1,0.999999699724447,0.999976578541355,0.999485671066753,0.0751517711712565,0.0175665420131972,0.00354792866845866
"1.78",1,1,1,0.999999790000888,0.999982413393812,0.999591392549274,0.0783216591895622,0.0184968106224954,0.00376844158024647
"1.79",1,1,1,0.999999853882055,0.999986855811215,0.99967676313744,0.0815975613028495,0.0194704825825294,0.00400161117430642
"1.8",1,1,1,0.999999898849179,0.999990221779389,0.999745390448291,0.0849815236960418,0.0204892015712891,0.0042480852491189
"1.81",1,1,1,0.999999930336347,0.999992759794332,0.999800309336792,0.0884755536788278,0.0215546500620085,0.00450853916510308
"1.82",1,1,1,0.999999952268472,0.999994664221093,0.999844059024433,0.0920816148561528,0.0226685488110906,0.00478367663670387
"1.83",1,1,1,0.999999967464458,0.999996086264169,0.999878752601867,0.0958016221937464,0.0238326562381592,0.00507423052135403
"1.84",1,1,1,0.999999977937446,0.999997142916438,0.999906139106841,0.0996374369879014,0.0250487676936706,0.00538096360312712
"1.85",1,1,1,0.999999985117014,0.999997924211017,0.99992765850229,0.103590861749469,0.0263187146096027,0.00570466936875658
"1.86",1,1,1,0.9999999900126,0.999998499059616,0.999944489971028,0.107663635012766,0.0276443635288509,0.00604617277355857
"1.87",1,1,1,0.999999993332937,0.999998919922559,0.999957594006536,0.111857426080827,0.0290276150090925,0.00640633099465227
"1.88",1,1,1,0.999999995572811,0.999999226520392,0.999967748817604,0.11617382971914,0.0304704023970359,0.00678603416873069
"1.89",1,1,1,0.999999997075682,0.99999944876505,0.999975581581818,0.120614360810728,0.0319746904691584,0.00718620611149223
"1.9",1,1,1,0.999999998078607,0.999999609060114,0.999981595082912,0.12518044898608,0.033542473935235,0.00760780501569969
"1.91",1,1,1,0.999999998744275,0.99999972409466,0.99998619025334,0.129873433242145,0.0351757758012052,0.00805182412469319
"1.92",1,1,1,0.999999999183696,0.999999806233491,0.999989685119343,0.134694556565175,0.0368766455881728,0.00851929237804427
"1.93",1,1,1,0.999999999472188,0.9999998645879,0.99999233061429,0.139644960572839,0.0386471574046306,0.00901127502589849
"1.94",1,1,1,0.999999999660554,0.999999905835303,0.999994323689581,0.144725680191568,0.0404894078693148,0.00952887420842152
"1.95",1,1,1,0.999999999782872,0.999999934842796,0.999995818113226,0.149937638385616,0.0424055138824309,0.0100732294966326
"1.96",1,1,1,0.999999999861864,0.999999955138654,0.999996933305992,0.155281640954788,0.0443976102433739,0.0106455183907805
"1.97",1,1,1,0.999999999912594,0.999999969266669,0.999997761525217,0.160758371418203,0.0464678471134548,0.011246956772302
"1.98",1,1,1,0.999999999944995,0.999999979050849,0.999998373668125,0.166368386001854,0.0486183873225775,0.0118787993052798
"1.99",1,1,1,0.999999999965574,0.999999985791942,0.999998823930358,0.172112108747991,0.0508514035192636,0.0125423397832201
"2",1,1,1,0.999999999978571,0.999999990412473,0.99999915352221,0.177989826764655,0.0531690751639001,0.0132389114168608
"2.01",1,1,1,0.999999999986735,0.999999993563137,0.999999393614804,0.184001685633829,0.0555735853655972,0.01396988705864
"2.02",1,1,1,0.999999999991834,0.999999995700381,0.999999567661402,0.19014768499681,0.0580671175635727,0.0147366793593673
"2.03",1,1,1,0.999999999995001,0.999999997142634,0.999999693215231,0.19642767433545,0.0606518520545396,0.0155407408525804
"2.04",1,1,1,0.999999999996956,0.999999998110815,0.999999783344371,0.202841348967863,0.0633299623681501,0.0163835639620039
"2.05",1,1,1,0.999999999998157,0.999999998757353,0.999999847726386,0.209388246277109,0.0661036114931611,0.0172666809274927
"2.06",1,1,1,0.999999999998891,0.999999999186835,0.999999893490098,0.21606774219115,0.068974947957598,0.0181916636448078
"2.07",1,1,1,0.999999999999336,0.99999999947063,0.999999925859042,0.222879047932121,0.0719461017668458,0.0191601234145641
"2.08",1,1,1,0.999999999999605,0.999999999657167,0.999999948640409,0.229821207052587,0.0750191802042561,0.0201737105956874
"2.09",1,1,1,0.999999999999766,0.999999999779128,0.999999964594363,0.236893092776029,0.0781962634995227,0.0212341141587462
"2.1",1,1,1,0.999999999999862,0.999999999858444,0.999999975711362,0.244093405658251,0.0814794003707806,0.0223430611345565
"2.11",1,1,1,0.999999999999919,0.999999999909753,0.999999983419171,0.251420671585805,0.0848706034470679,0.0235023159535189
"2.12",1,1,1,0.999999999999953,0.999999999942766,0.999999988736478,0.258873240126827,0.0883718445785049,0.0247136796712319
"2.13",1,1,1,0.999999999999973,0.999999999963894,0.999999992386234,0.26644928324886,0.0919850500422456,0.0259789890760164
"2.14",1,1,1,0.999999999999984,0.999999999977343,0.999999994878762,0.274146794417411,0.0957120956529763,0.0273001156741216
"2.15",1,1,1,0.999999999999991,0.999999999985858,0.999999996572377,0.28196358808799,0.0995548017874415,0.028678964548519
"2.16",1,1,1,0.999999999999995,0.999999999991219,0.999999997717312,0.289897299603345,0.103514928333183,0.0301174730873688
"2.17",1,1,1,0.999999999999997,0.999999999994578,0.999999998487386,0.29794538550652,0.107594169572378,0.0316176095784356
"2.18",1,1,1,0.999999999999998,0.999999999996669,0.999999999002689,0.306105124279108,0.111794149012347,0.0331813716659538
"2.19",1,1,1,0.999999999999999,0.999999999997965,0.999999999345745,0.314373617512852,0.116116414174966,0.034810784666684
"2.2",1,1,1,0.999999999999999,0.999999999998763,0.999999999572958,0.322747791521365,0.120562431357887,0.0365078997421856
"2.21",1,1,1,1,0.999999999999253,0.999999999722672,0.331224399397374,0.125133580381074,0.0382747919246191
"2.22",1,1,1,1,0.999999999999551,0.999999999820812,0.339800023519386,0.129831149332784,0.0401135579937298
"2.23",1,1,1,1,0.999999999999731,0.999999999884811,0.348471078510181,0.134656329329682,0.0420263142030081
"2.24",1,1,1,1,0.99999999999984,0.99999999992633,0.357233814647972,0.139610209306329,0.044015193853415
"2.25",1,1,1,1,0.999999999999906,0.999999999953125,0.366084321729421,0.144693770849747,0.04608234471346
"2.26",1,1,1,1,0.999999999999944,0.999999999970327,0.375018533382119,0.149907883095267,0.0482299262848584
"2.27",1,1,1,1,0.999999999999967,0.999999999981313,0.384032231822382,0.155253297700234,0.0504601069134575
"2.28",1,1,1,1,0.999999999999981,0.999999999988292,0.393121053052607,0.160730643912516,0.0527750607456072
"2.29",1,1,1,1,0.999999999999989,0.999999999992703,0.402280492490637,0.166340423751073,0.0551769645306619
"2.3",1,1,1,1,0.999999999999994,0.999999999995476,0.411505911021943,0.172083007316081,0.0576679942708411
"2.31",1,1,1,1,0.999999999999996,0.999999999997209,0.420792541463664,0.177958628246281,0.0602503217202304
"2.32",1,1,1,1,0.999999999999998,0.999999999998288,0.430135495427887,0.183967379341374,0.0629261107352922
"2.33",1,1,1,1,0.999999999999999,0.999999999998955,0.439529770569853,0.190109208367298,0.0656975134798518
"2.34",1,1,1,1,0.999999999999999,0.999999999999366,0.448970258205102,0.196383914062226,0.0685666664881471
"2.35",1,1,1,1,1,0.999999999999617,0.458451751278031,0.202791142361051,0.0715356865901715
"2.36",1,1,1,1,1,0.99999999999977,0.467968952662675,0.209330382855906,0.0746066667041848
"2.37",1,1,1,1,1,0.999999999999862,0.477516483775096,0.216000965510086,0.0777816715019374
"2.38",1,1,1,1,1,0.999999999999918,0.487088893475266,0.222802057642373,0.0810627329528284
"2.39",1,1,1,1,1,0.999999999999952,0.496680667234991,0.229732661198392,0.084451845753903
"2.4",1,1,1,1,1,0.999999999999972,0.506286236547087,0.236791610325113,0.0879509626532762
"2.41",1,1,1,1,1,0.999999999999983,0.515899988549871,0.243977569264105,0.0915619896752756
"2.42",1,1,1,1,1,0.99999999999999,0.525516275839849,0.251289030578416,0.0952867812562748
"2.43",1,1,1,1,1,0.999999999999994,0.535129426444536,0.258724313727333,0.0991271353008784
"2.44",1,1,1,1,1,0.999999999999997,0.544733753926425,0.266281564002374,0.103084788168814
"2.45",1,1,1,1,1,0.999999999999998,0.554323567588275,0.273958751837044,0.107161409603531
"2.46",1,1,1,1,1,0.999999999999999,0.563893182749354,0.281753672501885,0.11135859761419
"2.47",1,1,1,1,1,0.999999999999999,0.573436931061596,0.289663946195335,0.115677873323352
"2.48",1,1,1,1,1,1,0.58294917083431,0.297687018539788,0.12012067579329
"2.49",1,1,1,1,1,1,0.592424297335757,0.305820161491078,0.124688356844458
"2.5",1,1,1,1,1,1,0.601856753039779,0.314060474668328,0.12938217588019
"2.51",1,1,1,1,1,1,0.61124103778571,0.32240488710989,0.13420329473228
"2.52",1,1,1,1,1,1,0.620571718819809,0.330850159459574,0.139152772542512
"2.53",1,1,1,1,1,1,0.62984344068688,0.339392886586157,0.144231560695779
"2.54",1,1,1,1,1,1,0.639050934941052,0.348029500637487,0.149440497820714
"2.55",1,1,1,1,1,1,0.648189029645291,0.356756274529174,0.154780304874244
"2.56",1,1,1,1,1,1,0.657252658629895,0.365569325866164,0.160251580326696
"2.57",1,1,1,1,1,1,0.666236870481035,0.374464621294062,0.165854795464411
"2.58",1,1,1,1,1,1,0.67513683723139,0.383437981275361,0.171590289826982
"2.59",1,1,1,1,1,1,0.683947862725967,0.392485085284217,0.177458266796408
"2.6",1,1,1,1,1,1,0.692665390637433,0.401601477411739,0.183458789355506
"2.61",1,1,1,1,1,1,0.701285012106548,0.410782572372198,0.189591776032951
"2.62",1,1,1,1,1,1,0.70980247298484,0.420023661898891,0.195856997052257
"2.63",1,1,1,1,1,1,0.718213680657985,0.429319921516898,0.202254070701874
"2.64",1,1,1,1,1,1,0.726514710430209,0.438666417678336,0.208782459943394
"2.65",1,1,1,1,1,1,0.734701811451582,0.448058115244166,0.215441469274533
"2.66",1,1,1,1,1,1,0.74277141217191,0.457489885295236,0.222230241863293
"2.67",1,1,1,1,1,1,0.750720125306794,0.466956513253658,0.22914775696917
"2.68",1,1,1,1,1,1,0.758544752303377,0.476452707294286,0.236192827666852
"2.69",1,1,1,1,1,1,0.76624228729515,0.485973107024799,0.243364098887219
"2.7",1,1,1,1,1,1,0.77380992053734,0.495512292411549,0.250660045789814
"2.71",1,1,1,1,1,1,0.781245041316345,0.505064792927165,0.258078972480177
"2.72",1,1,1,1,1,1,0.788545240328711,0.514625096894943,0.265619011084701
"2.73",1,1,1,1,1,1,0.795708311527323,0.524187661003852,0.273278121194645
"2.74",1,1,1,1,1,1,0.802732253434389,0.533746919967265,0.281054089690111
"2.75",1,1,1,1,1,1,0.809615269922947,0.543297296297645,0.288944530953653
"2.76",1,1,1,1,1,1,0.816355770470596,0.552833210168737,0.296946887482149
"2.77",1,1,1,1,1,1,0.822952369891137,0.562349089336247,0.305058430904339
"2.78",1,1,1,1,1,1,0.82940388755175,0.571839379087594,0.313276263410288
"2.79",1,1,1,1,1,1,0.835709346085235,0.58129855219085,0.321597319597632
"2.8",1,1,1,1,1,1,0.841867969608636,0.590721118812944,0.330018368738238
"2.81",1,1,1,1,1,1,0.847879181461325,0.600101636377012,0.338536017467464
"2.82",1,1,1,1,1,1,0.853742601477306,0.609434719328835,0.347146712896793
"2.83",1,1,1,1,1,1,0.859458042808073,0.618715048782559,0.355846746149112
"2.84",1,1,1,1,1,1,0.865025508313794,0.627937382016043,0.364632256314541
"2.85",1,1,1,1,1,1,0.870445186542071,0.63709656178684,0.373499234823
"2.86",1,1,1,1,1,1,0.87571744731469,0.646187525440139,0.382443530228355
"2.87",1,1,1,1,1,1,0.880842836944016,0.655205313780831,0.391460853397345
"2.88",1,1,1,1,1,1,0.885822073101708,0.664145079682675,0.400546783094928
"2.89",1,1,1,1,1,1,0.89065603936332,0.673002096408357,0.40969677195621
"2.9",1,1,1,1,1,1,0.895345779453205,0.681771765615395,0.418906152833543
"2.91",1,1,1,1,1,1,0.899892491214776,0.690449625023942,0.428170145505858
"2.92",1,1,1,1,1,1,0.904297520331743,0.699031355723813,0.437483863735816
"2.93",1,1,1,1,1,1,0.908562353826326,0.707512789099387,0.446842322658972
"2.94",1,1,1,1,1,1,0.912688613360812,0.715889913352581,0.45624044648757
"2.95",1,1,1,1,1,1,0.916678048368872,0.724158879605449,0.465673076510497
"2.96",1,1,1,1,1,1,0.920532529043221,0.732316007565816,0.47513497936927
"2.97",1,1,1,1,1,1,0.924254039206022,0.740357790740817,0.484620855588993
"2.98",1,1,1,1,1,1,0.927844669088257,0.748280901185049,0.494125348341936
"2.99",1,1,1,1,1,1,0.931306608044022,0.756082193771894,0.503643052420181
"3",1,1,1,1,1,1,0.934642137225181,0.763758709978279,0.513168523392997
"3.01",1,1,1,1,1,1,0.937853622241377,0.771307681175156,0.522696286923446
"3.02",1,1,1,1,1,1,0.940943505829658,0.7787265314177,0.532220848218153
"3.03",1,1,1,1,1,1,0.943914300557346,0.786012879731383,0.541736701583142
"3.04",1,1,1,1,1,1,0.946768581580887,0.793164541891712,0.551238340058331
"3.05",1,1,1,1,1,1,0.949508979482528,0.80017953169757,0.560720265102559
"3.06",1,1,1,1,1,1,0.952138173205735,0.80705606173986,0.570176996300629
"3.07",1,1,1,1,1,1,0.954658883109157,0.813792543669042,0.579603081063792
"3.08",1,1,1,1,1,1,0.957073864157876,0.820387587967041,0.588993104294579
"3.09",1,1,1,1,1,1,0.959385899269542,0.826840003230758,0.598341697987174
"3.1",1,1,1,1,1,1,0.961597792831729,0.833148794976159,0.607643550734404
"3.11",1,1,1,1,1,1,0.963712364405683,0.839313163973629,0.616893417112706
"3.12",1,1,1,1,1,1,0.965732442630308,0.845332504126872,0.626086126916706
"3.13",1,1,1,1,1,1,0.967660859338989,0.851206399909213,0.635216594215595
"3.14",1,1,1,1,1,1,0.969500443900522,0.856934623372569,0.644279826203873
"3.15",1,1,1,1,1,1,0.971254017794124,0.862517130745801,0.653270931819953
"3.16",1,1,1,1,1,1,0.972924389427188,0.867954058640362,0.662185130106653
"3.17",1,1,1,1,1,1,0.974514349203152,0.873245719882403,0.671017758288776
"3.18",1,1,1,1,1,1,0.976026664845559,0.878392598991536,0.679764279543767
"3.19",1,1,1,1,1,1,0.977464076983119,0.883395347327448,0.688420290442769
"3.2",1,1,1,1,1,1,0.978829294999367,0.888254777926396,0.69698152804043
"3.21",1,1,1,1,1,1,0.980124993149278,0.892971860050367,0.705443876593222
"3.22",1,1,1,1,1,1,0.981353806944055,0.897547713472345,0.713803373887504
"3.23",1,1,1,1,1,1,0.982518329804179,0.901983602521592,0.72205621715985
"3.24",1,1,1,1,1,1,0.983621109979718,0.906280929913276,0.730198768593856
"3.25",1,1,1,1,1,1,0.984664647735881,0.910441230387058,0.738227560379228
"3.26",1,1,1,1,1,1,0.985651392800838,0.91446616417942,0.746139299320585
"3.27",1,1,1,1,1,1,0.986583742071879,0.918357510354534,0.753930870985154
"3.28",1,1,1,1,1,1,0.987464037575161,0.922117160018444,0.761599343380237
"3.29",1,1,1,1,1,1,0.988294564673496,0.925747109441161,0.769141970153245
"3.3",1,1,1,1,1,1,0.989077550515875,0.929249453110953,0.776556193308712
"3.31",1,1,1,1,1,1,0.98981516272179,0.932626376744781,0.78383964543867
"3.32",1,1,1,1,1,1,0.990509508292783,0.935880150278329,0.790990151464529
"3.33",1,1,1,1,1,1,0.991162632743148,0.9390131208585,0.798005729890401
"3.34",1,1,1,1,1,1,0.991776519441205,0.942027705860618,0.804884593569664
"3.35",1,1,1,1,1,1,0.992353089152173,0.944926385951794,0.811625149988249
"3.36",1,1,1,1,1,1,0.992894199773336,0.94771169822115,0.818226001069995
"3.37",1,1,1,1,1,1,0.993401646251888,0.95038622939666,0.82468594251099
"3.38",1,1,1,1,1,1,0.993877160675639,0.952952609167447,0.831003962651575
"3.39",1,1,1,1,1,1,0.994322412526589,0.955413503629374,0.837179240896229
"3.4",1,1,1,1,1,1,0.994739009087284,0.957771608870684,0.843211145693087
"3.41",1,1,1,1,1,1,0.995128495989789,0.960029644713372,0.849099232086338
"3.42",1,1,1,1,1,1,0.995492357897137,0.962190348624837,0.854843238856098
"3.43",1,1,1,1,1,1,0.995832019307145,0.964256469813193,0.860443085261677
"3.44",1,1,1,1,1,1,0.996148845468573,0.966230763518436,0.865898867405365
"3.45",1,1,1,1,1,1,0.996444143399758,0.96811598551047,0.871210854234982
"3.46",1,1,1,1,1,1,0.996719162999994,0.969914886803808,0.876379483204449
"3.47",1,1,1,1,1,1,0.996975098244185,0.971630208597506,0.881405355612589
"3.48",1,1,1,1,1,1,0.997213088451481,0.973264677447763,0.886289231641137
"3.49",1,1,1,1,1,1,0.997434219618948,0.974821000679349,0.891032025113688
"3.5",1,1,1,1,1,1,0.997639525811545,0.976301862040926,0.895634797997895
"3.51",1,1,1,1,1,1,0.997829990600074,0.977709917608107,0.900098754673712
"3.52",1,1,1,1,1,1,0.998006548539062,0.979047791937032,0.904425235990891
"3.53",1,1,1,1,1,1,0.998170086676899,0.980318074470116,0.908615713139176
"3.54",1,1,1,1,1,1,0.998321446090964,0.98152331619458,0.912671781354826
"3.55",1,1,1,1,1,1,0.998461423440792,0.982666026553361,0.916595153487142
"3.56",1,1,1,1,1,1,0.998590772532782,0.983748670607037,0.920387653448647
"3.57",1,1,1,1,1,1,0.998710205890309,0.984773666444475,0.924051209572368
"3.58",1,1,1,1,1,1,0.99882039632352,0.985743382839034,0.927587847899476
"3.59",1,1,1,1,1,1,0.998921978493469,0.986660137146358,0.930999685420148
"3.6",1,1,1,1,1,1,0.999015550465676,0.98752619343901,0.934288923290097
"3.61",1,1,1,1,1,1,0.999101675248568,0.988343760872515,0.937457840044675
"3.62",1,1,1,1,1,1,0.999180882312641,0.989114992276705,0.940508784831858
"3.63",1,1,1,1,1,1,0.999253669086587,0.989841982965702,0.943444170684732
"3.64",1,1,1,1,1,1,0.999320502426977,0.990526769759325,0.946266467853312
"3.65",1,1,1,1,1,1,0.999381820058466,0.991171330208232,0.948978197214755
"3.66",1,1,1,1,1,1,0.99943803198183,0.991777582014719,0.951581923780087
"3.67",1,1,1,1,1,1,0.999489521847479,0.992347382640721,0.954080250314659
"3.68",1,1,1,1,1,1,0.999536648292415,0.992882529094265,0.956475811088547
"3.69",1,1,1,1,1,1,0.999579746238916,0.993384757885409,0.958771265772094
"3.7",1,1,1,1,1,1,0.999619128153508,0.99385574514247,0.96096929349071
"3.71",1,1,1,1,1,1,0.999655085265073,0.994297106879255,0.963072587051984
"3.72",1,1,1,1,1,1,0.999687888741198,0.994710399403881,0.965083847357025
"3.73",1,1,1,1,1,1,0.999717790822128,0.995097119859775,0.967005778006842
"3.74",1,1,1,1,1,1,0.999745025911878,0.995458706889419,0.968841080113422
"3.75",1,1,1,1,1,1,0.999769811626322,0.995796541411478,0.970592447324043
"3.76",1,1,1,1,1,1,0.999792349798232,0.99611194750203,0.972262561066211
"3.77",1,1,1,1,1,1,0.999812827439438,0.996406193370768,0.973854086019496
"3.78",1,1,1,1,1,1,0.99983141766044,0.996680492423172,0.975369665819417
"3.79",1,1,1,1,1,1,0.999848280547959,0.996936004399891,0.976811918997448
"3.8",1,1,1,1,1,1,0.999863564001032,0.997173836584765,0.978183435160148
"3.81",1,1,1,1,1,1,0.999877404526398,0.997395045073198,0.979486771409363
"3.82",1,1,1,1,1,1,0.999889927994004,0.997600636092838,0.980724449004471
"3.83",1,1,1,1,1,1,0.999901250353579,0.997791567368859,0.981898950266647
"3.84",1,1,1,1,1,1,0.999911478313268,0.997968749526407,0.983012715724219
"3.85",1,1,1,1,1,1,0.999920709981438,0.998133047523142,0.984068141497278
"3.86",1,1,1,1,1,1,0.999929035472761,0.998285282105121,0.985067576918894
"3.87",1,1,1,1,1,1,0.999936537479784,0.99842623127963,0.986013322389489
"3.88",1,1,1,1,1,1,0.999943291811197,0.998556631798939,0.986907627460162
"3.89",1,1,1,1,1,1,0.999949367898041,0.998677180649286,0.987752689140122
"3.9",1,1,1,1,1,1,0.999954829269134,0.998788536539805,0.988550650422698
"3.91",1,1,1,1,1,1,0.999959733996976,0.99889132138644,0.989303599023852
"3.92",1,1,1,1,1,1,0.999964135115424,0.998986121786264,0.990013566326602
"3.93",1,1,1,1,1,1,0.99996808101041,0.999073490477998,0.990682526524257
"3.94",1,1,1,1,1,1,0.99997161578496,0.999153947784845,0.991312395954995
"3.95",1,1,1,1,1,1,0.999974779599774,0.999227983036135,0.991905032619932
"3.96",1,1,1,1,1,1,0.999977608990601,0.999296055964605,0.992462235876532
"3.97",1,1,1,1,1,1,0.999980137163599,0.999358598076452,0.992985746298945
"3.98",1,1,1,1,1,1,0.99998239426989,0.999416013991651,0.993477245696684
"3.99",1,1,1,1,1,1,0.999984407660428,0.999468682752303,0.993938357282868
"4",1,1,1,1,1,1,0.999986202122323,0.999516959097098,0.994370645983169
