"Image Location","Analysis Region","Algorithm Name","Object Id","XMin","XMax","YMin","YMax","ALL THREE GENES ","NO CHRNB4 ALL THREE GENES","NO CHRNB4 BHLHE22 & CCK","NO CHRNB4 CHAT & CCK","NO CHRNB4 CHAT & BHLHE22","NO CHRNB4 CCK","NO CHRNB4 BHLHE22","NO FLOURESCENCE","BHLHE22 & CCK","CCK","BHLHE22","JUST CHRNB4","CHAT & CCK","CHAT","CHAT & BHLHE22","NO CHRNB4 CHAT","20x DAPI Positive","20x DAPI Positive Nucleus","20x DAPI Nucleus Intensity","20x DAPI Positive Cytoplasm","20x DAPI Cytoplasm Intensity","25xSil Opal 520 Copies","25xSil Opal 520 Area (µm²)","25xSil Opal 520 Classification","25xSil Opal 520 Cell Intensity","25xSil Opal 520 Avg Intensity","20x Opal 570 Copies","20x Opal 570 Area (µm²)","20x Opal 570 Classification","20x Opal 570 Cell Intensity","20x Opal 570 Avg Intensity","20x Opal 620 Copies","20x Opal 620 Area (µm²)","20x Opal 620 Classification","20x Opal 620 Cell Intensity","20x Opal 620 Avg Intensity","20x Opal 690 Copies","20x Opal 690 Area (µm²)","20x Opal 690 Classification","20x Opal 690 Cell Intensity","20x Opal 690 Avg Intensity","Cell Area (µm²)","Cytoplasm Area (µm²)","Nucleus Area (µm²)","Nucleus Perimeter (µm)","Nucleus Roundness"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","1991","750","786","6954","6988","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2168.8433","0","348.65244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168.05081","110.100685","57.950134","35.90093","0.75385"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","1992","528","552","6957","6984","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1842.9985","0","381.11383","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.492226","64.9827","31.50953","24.57504","0.854624"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","1993","507","530","6958","6986","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1622.3978","0","372.33356","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.66558","65.16536","29.500225","25.002432","0.726636"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","1994","409","437","6982","7016","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1609.7981","0","334.35934","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","133.25334","95.94423","37.30911","29.062656","0.744649"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","1995","492","525","6985","7025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1683.9454","0","292.4231","0","0","0","0","0","1","1.324314","1","379.98663","286.93103","0","0","0","0","0","0","0","0","0","0","180.5633","111.05967","69.503624","40.60224","0.726371"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","1996","453","477","7000","7022","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1660.0913","0","411.82028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.821988","1","420.40103","511.44446","78.18016","57.676136","20.504026","21.3696","0.734544"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","1997","642","673","7010","7044","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1597.5872","0","324.3546","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","153.39204","99.41485","53.977192","34.405056","0.7696"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","1998","452","486","7019","7051","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1898.0093","0","390.99612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","153.39204","94.300255","59.09178","35.90093","0.778379"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","1999","492","517","7022","7052","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1799.9227","0","273.5244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","109.05037","79.50448","29.54589","25.64352","0.664378"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2000","406","438","7027","7060","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2059.0566","0","472.47287","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","146.90747","97.63387","49.273598","32.0544","0.793735"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2001","640","674","7044","7073","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2172.655","0","379.67133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","145.58316","95.030914","50.552242","33.122883","0.832721"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2002","503","525","7051","7086","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2084.3787","0","434.3289","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","114.02796","72.06092","41.967037","29.49005","0.716888"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2003","606","634","7058","7092","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2469.8706","0","340.6704","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","141.92987","97.816536","44.11334","29.49005","0.811969"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2004","767","797","7085","7123","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2124.4678","0","332.03513","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","163.62122","109.23303","54.388187","34.61875","0.736452"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2005","734","765","7099","7131","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","3215.594","0","886.57684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","136.1303","81.69644","54.433853","34.19136","0.744116"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2006","401","431","7101","7136","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2035.6664","0","338.45776","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","147.36414","91.37763","55.986496","35.473537","0.656214"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2007","454","481","7108","7138","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1149.5763","0","210.7509","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120.19287","88.181015","32.011856","24.788736","0.788533"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2008","731","755","7129","7153","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1702.0511","0","658.92303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.175514","50.415245","26.760265","26.712002","0.63187"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2009","408","432","7138","7164","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2442.455","0","519.65216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73.65923","47.264294","26.394938","23.506561","0.749246"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2010","503","532","7148","7171","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1953.7142","0","602.93787","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.45666","1","215.54344","472","76.81018","37.49177","39.318413","30.985922","0.683922"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2011","422","451","7146","7179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2042.4829","0","694.185","0","0","0","0","0","1","0.410994","1","125.946785","306.44446","0","0","0","0","0","0","0","0","0","0","125.49012","84.16241","41.327717","31.413313","0.742232"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2012","487","517","7149","7189","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1912.721","0","444.25864","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","136.81529","73.97889","62.83639","38.037888","0.707021"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2013","599","635","7147","7179","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1840.3806","0","511.2129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","156.86266","109.82669","47.03596","34.83245","0.63855"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2014","772","800","7148","7174","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1570.8442","0","383.12387","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105.57975","80.37213","25.207623","22.651777","0.809454"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2015","396","428","7163","7197","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2075.873","0","443.3455","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","148.82544","98.86685","49.958588","33.76397","0.808785"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2016","504","537","7175","7213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1605.7711","0","326.53165","0","0","0","0","0","2","1.324314","1","393.8691","297.4138","0","0","0","0","0","0","0","0","0","0","167.95949","105.305756","62.65373","36.755714","0.727685"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2017","474","497","7177","7206","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1501.5232","0","246.37325","1","0.821988","1","251.20857","305.6111","1","1.278648","1","402.31732","314.64285","0","0","0","0","0","0","0","0","0","0","94.48292","74.75522","19.727705","20.94221","0.713774"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2018","666","688","7188","7210","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1569.7854","0","211.41849","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71.4216","60.781425","10.640174","14.103936","0.840219"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2019","333","363","6426","6449","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1710.6869","0","328.50558","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.410194","73.61356","24.796629","22.224384","0.707674"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2020","323","353","6445","6472","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2067.757","0","399.10522","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","111.425","81.14845","30.276546","27.566786","0.682734"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2021","372","402","6464","6489","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1912.4979","0","368.0448","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102.15481","79.50448","22.650328","22.43808","0.718487"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2022","135","162","6480","6513","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1832.1107","0","309.68777","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","139.14426","96.67489","42.469364","27.780481","0.834666"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2023","310","342","6494","6530","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1763.1383","0","332.97147","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","161.33792","107.17806","54.159855","34.19136","0.803089"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2024","20","42","6502","6534","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3229.689","0","990.0872","0","0","0","0","0","1","0.502326","1","154.71635","308","0","0","0","0","0","1","0.68499","1","319.34222","466.2","97.40554","58.635124","38.77042","28.635265","0.814174"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2025","62","86","6503","6533","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1472.861","0","380.43738","0","0","0","0","0","1","0.319662","1","86.53704","270.7143","0","0","0","0","0","0","0","0","0","0","104.75777","79.13915","25.618616","23.079168","0.775322"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2026","43","62","6505","6535","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3095.0217","0","1074.1036","0","0","0","0","0","1","0.410994","1","115.8546","281.8889","0","0","0","0","0","1","0.319662","1","143.07153","447.57144","86.35438","56.808483","29.54589","25.429825","0.768418"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2027","-6","26","6512","6537","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2951.5115","0","732.2828","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102.88546","71.37593","31.50953","27.566786","0.667049"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2028","1","34","6531","6554","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2085.527","0","764.02875","0","0","0","0","0","1","0.502326","1","134.34932","267.45456","0","0","0","0","0","1","1.963637","1","1204.6229","613.4651","98.18186","76.26219","21.919672","26.284609","0.565193"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2029","239","269","6537","6571","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1797.7224","0","370.26245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","133.436","78.81949","54.616516","33.977665","0.76178"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2030","59","88","6548","6574","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","3139.9734","0","583.5859","0","0","0","0","0","3","1.643975","1","485.61206","295.3889","0","0","0","0","0","0","0","0","0","0","105.94508","76.85585","29.089231","25.002432","0.787513"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2031","245","277","6557","6591","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1424.407","0","316.4304","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","118.411896","79.36748","39.044415","32.909184","0.631933"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2032","139","168","6559","6590","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2546.0256","0","382.97678","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115.35227","72.79158","42.560696","28.635265","0.879239"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2033","344","375","6563","6603","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1859.3195","0","313.43823","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","170.37979","113.479965","56.899815","36.755714","0.691764"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2034","61","98","6573","6619","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2713.4229","0","584.71857","0","0","0","0","0","1","0.867654","1","246.7333","284.3684","0","0","0","0","0","1","0.776322","1","395.96973","510.05884","198.32736","132.56834","65.75902","49.577473","0.495293"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2035","154","182","6571","6599","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2240.5","0","532.93463","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102.565796","67.03767","35.528133","25.64352","0.886337"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2036","120","145","6577","6606","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2004.5914","0","317.91025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101.104485","78.86515","22.239334","22.224384","0.714771"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2037","222","247","6578","6611","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2072.0598","0","340.71747","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","117.54424","87.77002","29.774221","25.429825","0.729379"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2038","191","219","6585","6620","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2355.4382","0","375.449","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134.16666","95.39624","38.77042","29.49005","0.747191"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2039","261","291","6609","6633","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2081.7825","0","346.67706","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","107.49773","81.879105","25.618616","22.651777","0.763795"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2040","65","93","6615","6645","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","3289.9792","0","649.2548","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.410994","1","180.60896","439.44446","113.662636","80.82879","32.833843","28.42157","0.63195"
"\\10.17.9.46\Neural_Plasticity\Ege\Ege Nikon\Human RNAscope Experiments October 2023\For Final HALO Processing\MHb Experiment Josh Redo\redo of 20x multistitched umixed.nd2","Layer 1","SECOND RUN Indica Labs - FISH-IF v2.1.5 EAY","2041","63","84","6642","6667","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","2747.4807","0","565.3328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.319662","1","151.2914","473.2857","78.95648","62.4254","16.531086","17.09568","0.703815"
