qSV1	qSV2	qSV3	qSV4	qSV5	qSV6	qSV7	qSV8
R18405	-15.8475224609088	4.30117071362957	-3.11708125633355	1.27774957881799	1.88264732755417	-2.72084830455075	2.45721052065085	-2.45531626803698
R18406	-22.4606885841855	5.86069833636009	-1.9222231653542	-9.29006571309145	4.58021053431585	7.89808587333972	2.38558730822181	-1.59537038812725
R18407	12.5431417754799	2.83014222209923	7.42132083860581	-7.29532896483129	-3.119740238978	5.86939764672979	-1.09177047670114	4.09140195549093
R18408	-15.5621938772792	-0.790345442949199	4.65895578836227	0.166808941200809	-1.28069151000704	-2.74563645736685	2.97840478838704	-3.45503444937271
R18410	13.9163335699286	-3.14275505048129	-2.91651806158463	-1.22397779042136	0.756845126682245	-0.188327442585306	2.09049888811562	-1.66877361890619
R18411	13.6524390116603	-5.72891259033075	-1.66254108760949	-0.84624554681601	-1.0929454574343	0.426994221687494	1.42974386061196	-2.6760480493997
R18412	9.66883534038831	-3.98900614841174	-12.3908714665185	-3.09221130839702	-0.216656373907194	-2.3152879702815	2.54751139653116	-2.58125944324535
R18413	10.2805119401119	-6.22652939198724	-3.6888254122667	-0.648706188163787	-1.83593332368036	1.08190313843929	2.43590865881597	-2.85320563444753
R18415	-13.9792427361022	-2.02238421668958	1.0782300009321	0.207845551402154	-2.96057190833497	-3.94504251186784	-0.43491117923211	-2.66733221505337
R18416	2.95892971333668	1.90756811241001	7.29769965606978	3.85673615629217	0.369129397686775	-3.14252060005488	3.91273757112963	-0.76138610340788
R18417	6.55945725565725	-14.8527993697897	-2.75400197809488	-3.50454657940892	1.28371192382235	-0.208844484164894	-4.49473541548451	-2.4037982992412
R18418	-7.33531597821737	-0.251232946873332	6.61148628497147	1.56073192144292	-2.09369070380339	0.080544063957171	0.731192875274651	0.181869118519075
R18419	8.35321091508532	-1.84954088773947	4.97911332106713	4.27240493014886	-2.04590277709328	2.86344350137226	-0.94664628359776	3.37023344067136
R18420	-3.05025531638354	6.16754721579012	3.03365872775926	3.06102040016971	0.306179816651411	-5.43985599546276	0.295134963751145	-1.32031592381346
R18422	13.6972333657602	0.795726146302327	-5.27298846492288	2.97887282517215	-2.19866611964279	-1.9233264755122	-1.24354678799428	-1.71969209979873
R18423	8.02807869012594	15.3816402669083	-1.52022257123588	-2.91892523448487	0.806900638131698	-3.03999671317401	-3.19810511703998	-0.674082850967093
