"","0.5:1e-04","0.5:1e-05","0.5:1e-06","0.75:1e-04","0.75:1e-05","0.75:1e-06","0.9:1e-04","0.9:1e-05","0.9:1e-06"
"1.63",1,1,1,0.981534522329172,0.898229550208436,0.715062172930216,0.00899703558790432,0.00139929123302351,0.000201118907019349
"1.64",1,1,1,0.983758019398492,0.906821387282323,0.731233497093464,0.00940600577439721,0.00147272424265965,0.000212848752303096
"1.65",1,1,1,0.985751297137561,0.914878902414169,0.746958942118483,0.00983191465561595,0.00154980640543223,0.000225240024718576
"1.66",1,1,1,0.987533012120774,0.922415465241905,0.7622139422236,0.010275369532334,0.00163070551792954,0.000238328305848468
"1.67",1,1,1,0.989120982506738,0.929446143347501,0.7769767171682,0.0107369943568282,0.00171559623883,0.000252150968745535
"1.68",1,1,1,0.990532138216111,0.935987493991498,0.791228360054091,0.0112174299202038,0.00180466031822057,0.000266747259789479
"1.69",1,1,1,0.991782485041733,0.942057353326679,0.804952896188869,0.0117173340265901,0.00189808683158355,0.000282158383740794
"1.7",1,1,1,0.992887081770558,0.947674625807397,0.818137312913696,0.0122373816532257,0.00199607241836552,0.000298427592081096
"1.71",1,1,1,0.99386002928767,0.952859076357914,0.830771560714542,0.0127782650954271,0.0020988215250286,0.000315600274732208
"1.72",1,1,1,0.994714470552551,0.957631127674011,0.842848526339408,0.0133406940954089,0.002206546652466,0.000333724055242013
"1.73",1,1,1,0.995462600285667,0.962011664812609,0.85436397902724,0.0139253959539065,0.00231946860765242,0.000352848889532131
"1.74",1,1,1,0.996115683177611,0.966021848980406,0.865316491309607,0.0145331156235288,0.00243781675937871,0.000373027168292905
"1.75",1,1,1,0.996684079431321,0.969682942170762,0.875707336168058,0.0151646157827501,0.00256182929790782,0.000394313823121273
"1.76",1,1,1,0.99717727646786,0.973016144024653,0.885540362612546,0.0158206768894357,0.00269175349836648,0.00041676643648636
"1.77",1,1,1,0.997603925665066,0.976042442012607,0.89482185198539,0.0165020972127761,0.00282784598767272,0.000440445355614383
"1.78",1,1,1,0.997971883053195,0.978782475756125,0.903560357487341,0.017209692842496,0.0029703730147761,0.000465413810379012
"1.79",1,1,1,0.998288252959633,0.981256416034663,0.911766529565396,0.0179442976741895,0.00311961072397138,0.000491738035283573
"1.8",1,1,1,0.998559433672715,0.983483858762846,0.919452929894959,0.0187067633696264,0.00327584543102111,0.000519487395619134
"1.81",1,1,1,0.99879116428008,0.985483733976624,0.926633836731787,0.0194979592908658,0.00343937390180638,0.000548734517880844
"1.82",1,1,1,0.99898857192694,0.987274229640247,0.93332504440322,0.0203187724070116,0.00361050363319781,0.00057955542452226
"1.83",1,1,1,0.99915621883186,0.988872729881349,0.939543659655509,0.0211701071724394,0.00378955313582019,0.000612029673124792
"1.84",1,1,1,0.999298148489805,0.990295767081228,0.945307897477895,0.0220528853753312,0.00397685221835686,0.00064624050005635
"1.85",1,1,1,0.999417930582507,0.991558987093248,0.950636878888321,0.0229680459553535,0.00417274227302056,0.00068227496869
"1.86",1,1,1,0.999518704202915,0.992677126734883,0.955550432995019,0.0239165447893245,0.00437757656178805,0.000720224122248592
"1.87",1,1,1,0.999603219082359,0.993664002598515,0.960068905447771,0.0248993544437279,0.00459172050297407,0.000760183141339077
"1.88",1,1,1,0.99967387458501,0.994532510152038,0.964212975168058,0.0259174638929429,0.00481555195769146,0.000802251506233254
"1.89",1,1,1,0.999732756303507,0.995294632051757,0.968003481004384,0.0269718782020799,0.00504946151572294,0.000846533163948004
"1.9",1,1,1,0.999781670151767,0.995961454565285,0.971461259703542,0.0280636181733314,0.00529385278029615,0.000893136700172548
"1.91",1,1,1,0.999822173905753,0.996543190999408,0.974606996326478,0.0291937199547746,0.00554914265123296,0.000942175516082111
"1.92",1,1,1,0.999855606190253,0.997049211044756,0.977461087974061,0.0303632346105904,0.00581576160591368,0.00099376801007478
"1.93",1,1,1,0.999883112949768,0.997488074983384,0.980043521428909,0.0315732276516988,0.00609415397746882,0.00104803776445628
"1.94",1,1,1,0.999905671474566,0.997867571754268,0.982373765069134,0.0328247785258438,0.00638477822958305,0.00110511373709332
"1.95",1,1,1,0.999924112079411,0.998194759932688,0.98447067517277,0.0341189800662114,0.00668810722726931,0.00116513045804789
"1.96",1,1,1,0.999939137552759,0.998476010749925,0.986352416511357,0.0354569378977012,0.0070046285029417,0.00122822823119206
"1.97",1,1,1,0.999951340509025,0.998717052357004,0.988036396930708,0.0368397698000287,0.00733484451708577,0.00129455334079975
"1.98",1,1,1,0.999961218786412,0.998923014618136,0.989539215438582,0.0382686050268904,0.00767927291279868,0.00136425826309616
"1.99",1,1,1,0.999969189038361,0.999098473803621,0.990876623164525,0.0397445835804822,0.00803844676344401,0.0014375018827375
"2",1,1,1,0.999975598668587,0.999247496636503,0.992063496427428,0.0412688554407257,0.00841291481263351,0.00151444971418424
"2.01",1,1,1,0.999980736258516,0.999373683230285,0.993113821041789,0.0428425797486297,0.00880324170572611,0.00159527412791405
"2.02",1,1,1,0.999984840632242,0.999480208535138,0.994040686914004,0.0444669239432858,0.00921000821200257,0.00168015458141302
"2.03",1,1,1,0.999988108698455,0.999569861985957,0.99485629192444,0.0461430628520741,0.00963381143664854,0.00176927785486847
"2.04",1,1,1,0.999990702201654,0.999645085116421,0.99557195405835,0.047872177733744,0.010075265021654,0.00186283829147138
"2.05",1,1,1,0.999992753506703,0.999708006968142,0.996198130737201,0.0496554552741171,0.0105349993347076,0.00196103804222525
"2.06",1,1,1,0.999994370531866,0.999760477182551,0.996744444309836,0.0514940865342568,0.0110136616451438,0.00206408731513819
"2.07",1,1,1,0.99999564093613,0.999804096715111,0.997219712687797,0.053389265851044,0.0115119162859727,0.00217220462866374
"2.08",1,1,1,0.999996635657233,0.999840246156678,0.997631984148824,0.0553421896902025,0.0120304448010022,0.00228561706923613
"2.09",1,1,1,0.999997411887463,0.999870111685421,0.997988575384644,0.0573540554519196,0.0125699460760383,0.00240456055272875
"2.1",1,1,1,0.999998015565303,0.999894708704906,0.998296111931119,0.0594260602293257,0.0131311364531305,0.00252928008964626
"2.11",1,1,1,0.999998483452351,0.999914903250075,0.99856057018839,0.061559399520204,0.0137147498268069,0.00266003005384441
"2.12",1,1,1,0.999998844856877,0.99993143126333,0.998787320313511,0.0637552658924233,0.0143215377212316,0.00279707445454602
"2.13",1,1,1,0.999999123057828,0.99994491585824,0.998981169346043,0.0660148476037145,0.0149522693471924,0.0029406872114095
"2.14",1,1,1,0.999999336476201,0.9999558826991,0.999146404006326,0.0683393271765252,0.015607731637822,0.00309115243237645
"2.15",1,1,1,0.999999499634393,0.999964773631175,0.999286832684872,0.0707298799288327,0.0162887292619356,0.00324876469401136
"2.16",1,1,1,0.999999623938536,0.99997195869953,0.999405826218034,0.0731876724619145,0.0169960846138627,0.00341382932401724
"2.17",1,1,1,0.999999718313699,0.999977746694471,0.999506357118578,0.0757138611062207,0.0177306377786403,0.00358666268559271
"2.18",1,1,1,0.999999789717447,0.999982394359212,0.99959103699894,0.0783095903266263,0.0184932464714297,0.00376759246327041
"2.19",1,1,1,0.999999843553259,0.999986114391044,0.999662151989029,0.0809759910884837,0.0192847859500177,0.0039569579498514
"2.2",1,1,1,0.999999884001936,0.999989082361366,0.99972169600889,0.0837141791860398,0.0201061488992575,0.00415511033402949
"2.21",1,1,1,0.99999991428613,0.99999144267288,0.999771401808924,0.0865252535349226,0.0209582452863141,0.00436241298826689
"2.22",1,1,1,0.999999936880601,0.999993313664428,0.999812769736622,0.0894102944305535,0.0218420021855777,0.00457924175646618
"2.23",1,1,1,0.999999953678644,0.999994791965631,0.99984709422875,0.0923703617744833,0.0227583635721219,0.00480598524094744
"2.24",1,1,1,0.999999966123258,0.999995956194945,0.999875488061897,0.0954064932708004,0.0237082900825902,0.00504304508822051
"2.25",1,1,1,0.999999975310102,0.999996870086229,0.999898904422382,0.0985197025948997,0.0246927587424143,0.00529083627301019
"2.26",1,1,1,0.999999982067964,0.999997585120522,0.999918156879167,0.101710977537064,0.0257127626582834,0.00554978737996803
"2.27",1,1,1,0.999999987021396,0.999998142731715,0.999933937360944,0.10498127812343,0.0267693106748039,0.00582034088247374
"2.28",1,1,1,0.999999990639269,0.999998576147105,0.999946832251517,0.108331534717084,0.0278634269943203,0.00610295341790357
"2.29",1,1,1,0.99999999327224,0.999998911916717,0.999957336726379,0.111762646102143,0.0289961507588895,0.00639809605871389
"2.3",1,1,1,0.999999995181569,0.99999917117859,0.999965867458606,0.115275477553861,0.0301685355934449,0.00670625457866036
"2.31",1,1,1,0.999999996561171,0.999999370701209,0.999972773824227,0.118870858897877,0.0313816491092114,0.00702792971344413
"2.32",1,1,1,0.999999997554425,0.999999523738711,0.999978347736688,0.122549582561923,0.0326365723664878,0.00736363741505064
"2.33",1,1,1,0.999999998266945,0.999999640729557,0.999982832237319,0.126312401623383,0.0339343992959467,0.00771390909901437
"2.34",1,1,1,0.999999998776228,0.999999729864963,0.999986428964233,0.130160027856247,0.0352762360776621,0.00807929188382062
"2.35",1,1,1,0.999999999138926,0.999999797549434,0.999989304616365,0.134093129781137,0.0366632004771228,0.00846034882162394
"2.36",1,1,1,0.99999999939629,0.999999848772355,0.999991596522535,0.138112330722151,0.0380964211375528,0.0088576591194367
"2.37",1,1,1,0.999999999578245,0.999999887406585,0.999993417418071,0.142218206874433,0.0395770368279215,0.00927181834991642
"2.38",1,1,1,0.999999999706417,0.999999916447409,0.999994859523681,0.146411285386442,0.0411061956460949,0.00970343865085299
"2.39",1,1,1,0.999999999796373,0.999999938202981,0.999995998013312,0.150692042460995,0.0426850541766531,0.0101531489124326
"2.4",1,1,1,0.999999999859275,0.999999954445489,0.999996893949809,0.155060901479267,0.044314776602974,0.0106215949513304
"2.41",1,1,1,0.999999999903098,0.999999966530662,0.999997596759405,0.159518231151967,0.0459965337732647,0.0111094396706625
"2.42",1,1,1,0.999999999933516,0.99999997549186,0.999998146308671,0.164064343702023,0.0477315022203134,0.0116173632048016
"2.43",1,1,1,0.999999999954551,0.999999982113856,0.99999857464043,0.168699493083141,0.0495208631348157,0.0121460630480452
"2.44",1,1,1,0.999999999969045,0.99999998699046,0.999998907418604,0.173423873238655,0.0513658012922334,0.0126962541661014
"2.45",1,1,1,0.999999999978993,0.999999990569348,0.999999165125794,0.178237616405142,0.0532675039332368,0.01326866908934
"2.46",1,1,1,0.999999999985797,0.999999993186789,0.99999936405183,0.183140791465271,0.0552271595978862,0.0138640579867405
"2.47",1,1,1,0.999999999990432,0.999999995094447,0.999999517106426,0.18813340235442,0.0572459569138197,0.0144831887194562
"2.48",1,1,1,0.999999999993578,0.999999996479973,0.999999634484518,0.193215386525545,0.0593250833388166,0.0151268468728941
"2.49",1,1,1,0.999999999995706,0.999999997482778,0.999999724208789,0.198386613476828,0.061465723858231,0.0157958357662062
"2.5",1,1,1,0.999999999997139,0.999999998206048,0.999999792570252,0.203646883346569,0.0636690596379019,0.0164909764380754
"2.51",1,1,1,0.999999999998101,0.999999998725883,0.999999844484624,0.208995925579795,0.0659362666332699,0.0172131076076719
"2.52",1,1,1,0.999999999998744,0.999999999098194,0.999999883779419,0.214433397670975,0.0682685141555559,0.0179630856096553
"2.53",1,1,1,0.999999999999173,0.999999999363911,0.999999913424318,0.219958883987203,0.0706669633959879,0.0187417843020921
"2.54",1,1,1,0.999999999999457,0.999999999552884,0.99999993571528,0.225571894676109,0.0731327659091844,0.0195500949461608
"2.55",1,1,1,0.999999999999645,0.999999999686805,0.999999952421104,0.231271864662709,0.0756670620569496,0.0203889260565236
"2.56",1,1,1,0.999999999999769,0.999999999781375,0.999999964899639,0.237058152739256,0.078270979413855,0.0212592032212442
"2.57",1,1,1,0.99999999999985,0.999999999847921,0.999999974189568,0.242930040752087,0.080945631136133,0.0221618688901473
"2.58",1,1,1,0.999999999999903,0.999999999894581,0.999999981082605,0.248886732889308,0.0836921142955385,0.0230978821305262
"2.59",1,1,1,0.999999999999937,0.999999999927181,0.999999986180075,0.254927355073006,0.0865115081799743,0.0240682183491202
"2.6",1,1,1,0.99999999999996,0.999999999949876,0.999999989937075,0.26105095445956,0.0894048725628237,0.025073868979306
"2.61",1,1,1,0.999999999999974,0.999999999965619,0.999999992696804,0.267256499051398,0.0923732459430596,0.0261158411324686
"2.62",1,1,1,0.999999999999984,0.999999999976501,0.999999994717155,0.273542877423428,0.0954176437583627,0.0271951572125479
"2.63",1,1,1,0.99999999999999,0.999999999983995,0.999999996191228,0.279908898567101,0.0985390565735914,0.0283128544927831
"2.64",1,1,1,0.999999999999993,0.999999999989138,0.999999997263092,0.28635329185493,0.101738448247119,0.029469984653719
"2.65",1,1,1,0.999999999999996,0.999999999992655,0.999999998039848,0.29287470712799,0.105016754077658,0.0306676132815699
"2.66",1,1,1,0.999999999999997,0.99999999999505,0.999999998600833,0.29947171490876,0.108374878934355,0.0319068193260883
"2.67",1,1,1,0.999999999999998,0.999999999996677,0.999999999004604,0.306142806741353,0.111813695373052,0.0331886945171236
"2.68",1,1,1,0.999999999999999,0.999999999997777,0.999999999294227,0.312886395660991,0.115334041741761,0.0345143427391178
"2.69",1,1,1,0.999999999999999,0.999999999998518,0.999999999501262,0.319700816794239,0.118936720278501,0.0358848793628326
"2.7",1,1,1,1,0.999999999999015,0.999999999648751,0.326584328091297,0.122622495204789,0.0373014305336664
"2.71",1,1,1,1,0.999999999999348,0.99999999975346,0.33353511119131,0.126392090818197,0.0387651324159863
"2.72",1,1,1,1,0.99999999999957,0.99999999982754,0.340551272421391,0.130246189587482,0.0402771303929649
"2.73",1,1,1,1,0.999999999999718,0.99999999987977,0.347630843929733,0.134185430253923,0.041838578221487
"2.74",1,1,1,1,0.999999999999815,0.999999999916467,0.354771784952856,0.138210405942594,0.0434506371417713
"2.75",1,1,1,1,0.999999999999879,0.999999999942162,0.361971983216744,0.142321662287394,0.0451144749414307
"2.76",1,1,1,1,0.999999999999922,0.999999999960089,0.369229256471289,0.146519695573763,0.0468312649737834
"2.77",1,1,1,1,0.999999999999949,0.999999999972555,0.376541354157111,0.150804950903059,0.0486021851303166
"2.78",1,1,1,1,0.999999999999967,0.999999999981191,0.383905959203516,0.155177820382689,0.0504284167673028
"2.79",1,1,1,1,0.999999999999979,0.999999999987155,0.391320689956006,0.159638641346116,0.0523111435866616
"2.8",1,1,1,1,0.999999999999987,0.999999999991258,0.398783102231402,0.164187694606929,0.0542515504712676
"2.81",1,1,1,1,0.999999999999991,0.999999999994071,0.406290691498341,0.168825202751237,0.0562508222750129
"2.82",1,1,1,1,0.999999999999995,0.999999999995993,0.41384089518051,0.173551328472631,0.0583101425680359
"2.83",1,1,1,1,0.999999999999997,0.999999999997301,0.421431095079723,0.17836617295404,0.0604306923376531
"2.84",1,1,1,1,0.999999999999998,0.999999999998188,0.429058619915519,0.183269774300787,0.062613648645636
"2.85",1,1,1,1,0.999999999999999,0.999999999998788,0.436720747977723,0.188262106029169,0.0648601832426074
"2.86",1,1,1,1,0.999999999999999,0.999999999999192,0.444414709888017,0.193343075614871,0.0671714611404453
"2.87",1,1,1,1,0.999999999999999,0.999999999999464,0.452137691466296,0.198512523105521,0.0695486391437146
"2.88",1,1,1,1,1,0.999999999999645,0.459886836697228,0.203770219801635,0.0719928643412733
"2.89",1,1,1,1,1,0.999999999999766,0.467659250792199,0.209115867010189,0.0745052725593309
"2.9",1,1,1,1,1,0.999999999999846,0.475452003341462,0.214549094874975,0.0770869867773705
"2.91",1,1,1,1,1,0.999999999999899,0.483262131551072,0.220069461287838,0.079739115508477
"2.92",1,1,1,1,1,0.999999999999934,0.49108664355892,0.225676450884812,0.0824627511457537
"2.93",1,1,1,1,1,0.999999999999957,0.498922521823892,0.231369474131078,0.0852589682766421
"2.94",1,1,1,1,1,0.999999999999972,0.506766726581964,0.237147866498551,0.0881288219670973
"2.95",1,1,1,1,1,0.999999999999982,0.514616199362802,0.243010887739789,0.0910733460177098
"2.96",1,1,1,1,1,0.999999999999988,0.522467866560254,0.248957721261789,0.0940935511939998
"2.97",1,1,1,1,1,0.999999999999993,0.530318643049859,0.254987473603074,0.0971904234332417
"2.98",1,1,1,1,1,0.999999999999995,0.538165435846415,0.261099174017315,0.100364922030322
"2.99",1,1,1,1,1,0.999999999999997,0.546005147794403,0.267291774166589,0.103617977805252
"3",1,1,1,1,1,0.999999999999998,0.553834681283974,0.273564147927132,0.106950491255097
