"","0.5:1e-04","0.5:1e-05","0.5:1e-06","0.75:1e-04","0.75:1e-05","0.75:1e-06","0.9:1e-04","0.9:1e-05","0.9:1e-06"
"0.19",0.000549748830624086,6.20162869071628e-05,6.84404483275447e-06,1.95166696747018e-05,1.81814735300545e-06,1.71596788889339e-07,2.21199494843116e-06,1.98477154600418e-07,1.81678130317664e-08
"0.2",0.000732701488958321,8.47752956377734e-05,9.55187236428845e-06,2.27510583251656e-05,2.12983097980235e-06,2.01815538725114e-07,2.47438591971516e-06,2.22206399280722e-07,2.03537459109171e-08
"0.21",0.000973404670971623,0.000115658409520991,1.33185720698759e-05,2.64422655001928e-05,2.48811468916976e-06,2.36754110094495e-07,2.75536436278312e-06,2.47656355312209e-07,2.2701161284111e-08
"0.22",0.00128885369623988,0.000157458307973868,1.85504377530066e-05,3.06526485718273e-05,2.89985215840005e-06,2.77146172456e-07,3.0557650152474e-06,2.7490984166878e-07,2.5218244159575e-08
"0.23",0.00170052799088349,0.000213873026106204,2.58046016524682e-05,3.54530471035064e-05,3.37291456831146e-06,3.23841442995132e-07,3.37647977965982e-06,3.04055564170902e-07,2.79137780667682e-08
"0.24",0.00223537282436959,0.0002897741519724,3.58422380951628e-05,4.09238779311982e-05,3.9163379513818e-06,3.77823872632632e-07,3.7184602730278e-06,3.35188407252218e-07,3.07971769197835e-08
"0.25",0.00292692266033923,0.000391543643785131,4.96991397220814e-05,4.71563660693342e-05,4.5404915897107e-06,4.40232680420927e-07,4.08272054386316e-06,3.68409744488929e-07,3.38785195452829e-08
"0.26",0.00381656030341215,0.000527492475037805,6.87786953101899e-05,5.42539265293573e-05,5.25727032085754e-06,5.1238667342357e-07,4.47033996131552e-06,4.03827772110787e-07,3.71685856537241e-08
"0.27",0.00495489440925101,0.000708375162787878,9.49734740410824e-05,6.23337135817748e-05,6.08031397764108e-06,5.95812352122138e-07,4.88246628715938e-06,4.4155786338429e-07,4.06788955853443e-08
"0.28",0.00640322283610384,0.000948014402024744,0.00013082295422695,7.15283555225987e-05,7.02525759432859e-06,6.92276374558709e-07,5.32031893551999e-06,4.81722946754637e-07,4.44217514994349e-08
"0.29",0.00823503068328424,0.00126404916940703,0.00017971639432568,8.19878946231034e-05,8.11001646894294e-06,8.03823039019491e-07,5.78519243066289e-06,5.24453909189759e-07,4.84102828934851e-08
"0.3",0.0105374499706657,0.00167881735730246,0.000246151370384862,9.38819536400182e-05,9.35511067334804e-06,9.32817538878972e-07,6.27846007084099e-06,5.69890024615383e-07,5.2658493565616e-08
"0.31",0.0134125835269167,0.00222037978490686,0.000336059997381843,0.000107402152036085,1.07840341634358e-05,1.08199585535651e-06,6.80157780741375e-06,6.18179409994646e-07,5.71813129068843e-08
"0.32",0.0169785701302698,0.00292368581295199,0.0004572161630364,0.000122764796898767,1.2423674258133e-05,1.25452227339728e-06,7.35608834923074e-06,6.69479509829429e-07,6.19946504132329e-08
"0.33",0.0213702433197522,0.00383187128883267,0.000619738022463068,0.000140213875436279,1.43047879368474e-05,1.45405565177281e-06,7.94362550271543e-06,7.23957611525883e-07,6.71154534170881e-08
"0.34",0.0267392153078484,0.00499766678421054,0.000836700253597722,0.000160024377850343,1.64625421539277e-05,1.68482573492668e-06,8.56591875797452e-06,7.81791391957221e-07,7.25617687047375e-08
"0.35",0.0332532034637125,0.00648487784658003,0.0011248698082631,0.000182505981329295,1.89371261889448e-05,1.95172097383622e-06,9.22479813336707e-06,8.43169497888319e-07,7.83528085745999e-08
"0.36",0.0410944137561168,0.00836987933984246,0.00150557669587581,0.000208007127831866,2.17744449517721e-05,2.26038952977348e-06,9.92219928885874e-06,9.08292161483359e-07,8.45090205592314e-08
"0.37",0.0504568073650082,0.0107430433641708,0.00200572723661985,0.000236919530215762,2.5026903135994e-05,2.61735536144503e-06,1.06601689220387e-05,9.77371854116171e-07,9.10521625874239e-08
"0.38",0.0615421071173652,0.013709995703884,0.00265896072438665,0.000269683143081179,2.87542911840966e-05,3.03015155633801e-06,1.14408704602331e-05,1.05063397815019e-06,9.80053815879955e-08
"0.39",0.0745544523375645,0.017392570847071,0.00350694107497629,0.000306791636384252,3.30247851756393e-05,3.50747335764456e-06,1.22665900605945e-05,1.12831760123999e-06,1.05393298421852e-07
"0.4",0.0896936854590277,0.0219293126141704,0.00460076241867857,0.000348798411400009,3.79160739965023e-05,4.05935366165622e-06,1.31397429350422e-05,1.21067623437554e-06,1.13242097921074e-07
"0.41",0.107147350462029,0.0274753492436091,0.00600243152073399,0.000396323199910675,4.35166284818989e-05,4.69736412977984e-06,1.40628800137099e-05,1.2979786555567e-06,1.21579624035029e-07
"0.42",0.127081598251088,0.0342014618807873,0.0077863704505271,0.000450059288506388,4.99271286598102e-05,5.43484546311479e-06,1.50386949628878e-05,1.39050978276156e-06,1.30435481748847e-07
"0.43",0.149631320700697,0.0422921675989437,0.0100408605375685,0.000510781410533401,5.72620667405044e-05,6.28717084405483e-06,1.60700315747775e-05,1.48857159854021e-06,1.39841145441189e-07
"0.44",0.174889963361797,0.0519426561159568,0.0128693243238374,0.000579354348441363,6.56515451187278e-05,7.27204705541773e-06,1.71598915456039e-05,1.59248412778812e-06,1.49830073459256e-07
"0.45",0.202899584084375,0.0633544565206738,0.0163913175235902,0.000656742288963841,7.52432903537992e-05,8.40985834871244e-06,1.83114426610675e-05,1.70258647436139e-06,1.60437830465376e-07
"0.46",0.233641816628029,0.0767297687572309,0.0207430801621461,0.000744018972636651,8.62049058748537e-05,9.72405875598881e-06,1.9528027407345e-05,1.81923791675587e-06,1.71702217666159e-07
"0.47",0.267030449896312,0.0922644747904967,0.0260774779509896,0.000842378677497368,9.87263880144473e-05,1.12416192264986e-05,2.08131720272897e-05,1.94281906840121e-06,1.8366341048015e-07
"0.48",0.302906331419314,0.110139944434019,0.0325631549636918,0.000953148074320009,0.00011302293188642,1.29935367266798e-05,2.21705960443686e-05,2.07373310456838e-06,1.9636410575341e-07
"0.49",0.341035238341514,0.130513866139478,0.0403827205083738,0.00107779898729576,0.000129338055574912,1.50154132741998e-05,2.36042222725441e-05,2.21240706110848e-06,2.0984967707971e-07
"0.5",0.381109226206481,0.153510456024317,0.0497298104098776,0.00121796208955272,0.000147947073086629,1.73481137887288e-05,2.51181873380801e-05,2.35929320668848e-06,2.24168341222963e-07
"0.51",0.422751768167956,0.179210518629044,0.0608048988727378,0.00137544155719416,0.000169160948487956,2.00385126369884e-05,2.67168527346984e-05,2.51487049551802e-06,2.39371333976557e-07
"0.52",0.465526745817083,0.207641937691705,0.0738097937810898,0.00155223069849153,0.000193330565599448,2.31403398314178e-05,2.84048164365114e-05,2.67964610201066e-06,2.55513096680815e-07
"0.53",0.508951066401788,0.238771250775465,0.0889408261225753,0.00175052856636915,0.000220851449494353,2.67151390223042e-05,3.01869250953768e-05,2.85415704392999e-06,2.72651475619057e-07
"0.54",0.552510385216628,0.272496994372784,0.106380841387978,0.00197275755223503,0.000252168977820322,3.08333506836567e-05,3.2068286848097e-05,3.03897189857238e-06,2.9084793295997e-07
"0.55",0.595677135890668,0.308645484731192,0.126290212825284,0.00222158194743127,0.00028778412157815,3.55755352698939e-05,3.40542847612202e-05,3.23469261487297e-06,3.10167770245506e-07
"0.56",0.63792984549698,0.34696961669386,0.148797215998622,0.00249992744498029,0.000328259756393501,4.10337525731386e-05,3.61505909424187e-05,3.44195643087186e-06,3.30680367310876e-07
"0.57",0.678772563032144,0.38715111662822,0.173988221210773,0.0028110015387971,0.000374227586448561,4.73131150798833e-05,3.8363181348644e-05,3.66143789731765e-06,3.52459434638241e-07
"0.58",0.717753179090617,0.428806481282207,0.201898262864,0.00315831476003992,0.000426395724029249,5.45335347744702e-05,4.06983513203674e-05,3.8938510176223e-06,3.75583281697622e-07
"0.59",0.754479471569134,0.471496584837719,0.232502619519932,0.00354570267073162,0.000485556968005674,6.28316845845411e-05,4.31627318763228e-05,4.13995150660984e-06,4.00135102274213e-07
"0.6",0.78863187496571,0.514739661125173,0.265710072338048,0.00397734851315967,0.000552597824425516,7.23631974914873e-05,4.57633068007279e-05,4.40053917782901e-06,4.26203276671089e-07
"0.61",0.81997222484782,0.558027091890203,0.301358491778333,0.00445780638987625,0.000628508311656173,8.33051282298491e-05,4.85074305579536e-05,4.67646046353742e-06,4.53881693340819e-07
"0.62",0.848348048947461,0.600841182968556,0.339213325770173,0.00499202482340089,0.000714392591064428,9.58587044652681e-05,5.1402847070614e-05,4.96861107612823e-06,4.83270089612908e-07
"0.63",0.873692328807041,0.642673915625538,0.378969425178459,0.00558537051707764,0.000811480461967662,0.000110252396345656,5.44577093990473e-05,5.27793881832661e-06,5.14474413515487e-07
"0.64",0.89601900406361,0.683045543599102,0.42025644908491,0.00624365210909139,0.000921139756405953,0.000126745335352285,5.76806003599328e-05,5.60544654881756e-06,5.4760720835656e-07
"0.65",0.915414799665534,0.721521883721396,0.462647854890193,0.00697314368061275,0.00104488966505389,0.000145631115408884,6.10805541243487e-05,5.95219531385194e-06,5.82788020064839e-07
"0.66",0.932028194751811,0.75772922571291,0.505673214825073,0.0077806077466771,0.00118441502019051,0.000167242011199997,6.46670788370107e-05,6.31930765082611e-06,6.20143829621611e-07
"0.67",0.946056500284377,0.791365959980186,0.54883333455536,0.00867331742504229,0.00134158155494501,0.000191953650580667,6.84501802999948e-05,6.70797107538146e-06,6.59809512804088e-07
"0.68",0.957732062179804,0.822210275098215,0.591617407390063,0.00965907744432704,0.00151845214991375,0.00022019017977315,7.24403867642387e-05,7.11944176001733e-06,7.01928326463097e-07
"0.69",0.967308561076684,0.850123583894877,0.633521245165307,0.0107462436186856,0.00171730406857229,0.000252429961701717,7.6648774875232e-05,7.55504841487564e-06,7.46652425664962e-07
"0.7",0.97504825314215,0.875049667205077,0.674065506693429,0.0119437403826814,0.0019406471715685,0.000289211849251569,8.10869968208561e-05,8.01619638113316e-06,7.94143411808612e-07
"0.71",0.981210810532967,0.897009843704975,0.712812812648713,0.0132610759475458,0.00219124308686947,0.000331142076391844,8.57673087297783e-05,8.50437194799269e-06,8.44572914271424e-07
"0.72",0.986044201619987,0.916094751110361,0.749382698774744,0.0147083546093401,0.00247212529775132,0.000378901810902943,9.07026003708067e-05,9.02114690470857e-06,8.98123206471979e-07
"0.73",0.989777826588167,0.932453532787279,0.783463513821092,0.0162962857115055,0.00278662009368236,0.000433255412809808,9.59064262054943e-05,9.56818334008069e-06,9.54987860679601e-07
"0.74",0.992617917184257,0.946281347865324,0.814820600762026,0.0180361887397302,0.00313836831020975,0.000495059442468637,0.000101393037847952,1.01472387017409e-05,1.01537244112659e-06
"0.75",0.994745038185745,0.957806156303782,0.843300386827677,0.0199399940069236,0.0035313477629777,0.00056527246147442,0.000107177417986937,1.07601711289984e-05,1.07949523964201e-06
"0.76",0.996313403522491,0.967275677776674,0.868830320725671,0.0220202383713426,0.00396989625799404,0.000644965668059605,0.000113275315827166,1.14089450720112e-05,1.14758805525028e-06
"0.77",0.997451645551504,0.974945298708548,0.891414902628856,0.0242900554225703,0.00445873503525174,0.000735334406321786,0.000119703284108819,1.20956372131609e-05,1.21989702117631e-06
"0.78",0.998264649018354,0.981067525944095,0.911128323938587,0.0267631595691443,0.00500299247590763,0.000837710585338658,0.0001264787177645,1.28224427053958e-05,1.29668348070044e-06
"0.79",0.998836074183464,0.985883382361385,0.928104444508566,0.0294538234691889,0.00560822787453463,0.000953576039874671,0.000133619894277293,1.35916817430859e-05,1.37822491597106e-06
"0.8",0.999231236040041,0.989615933187413,0.942524967962188,0.0323768482624486,0.00628045504771235,0.00108457685884011,0.000141146015801508,1.44058064815988e-05,1.46481593266135e-06
"0.81",0.999500067176538,0.99246594276616,0.954606723699581,0.0355475260895792,0.00702616551863933,0.00123253870078932,0.000149077253112972,1.52674083248039e-05,1.55676930313486e-06
"0.82",0.999679960028761,0.994609505790064,0.964588929889207,0.0389815944233229,0.00785235098486825,0.00139948310742988,0.00015743479145458,1.6179225596602e-05,1.65441707111746e-06
"0.83",0.999798351277205,0.996197383930431,0.972721206755841,0.0426951817870331,0.0087665247430756,0.00158764481622575,0.000166240878346047,1.71441516163551e-05,1.7581117236487e-06
"0.84",0.99987497069852,0.997355711363984,0.979252952022511,0.0467047444995404,0.00977674171142839,0.00179949006159807,0.00017551887342826,1.81652431976431e-05,1.86822743053483e-06
"0.85",0.999923725183688,0.998187708245341,0.984424502348986,0.0510269941620208,0.0108916166571675,0.00203773584086475,0.000185293300412948,1.9245729592221e-05,1.98516135963001e-06
"0.86",0.999954224507942,0.998776052872455,0.988460308522661,0.0556788156925577,0.0121203402050768,0.00230537010580001,0.000195589901211823,2.03890218986036e-05,2.10933506750166e-06
"0.87",0.999972979198681,0.999185601797762,0.991564168237735,0.0606771758174958,0.0134726921722643,0.00260567282349122,0.000206435692319595,2.15987229593706e-05,2.2411959739177e-06
"0.88",0.999984314116118,0.999466202314298,0.993916404378874,0.0660390220451652,0.0149590517468906,0.00294223783094405,0.000217859023527112,2.28786377699519e-05,2.38121892193188e-06
"0.89",0.999991046376238,0.999655404077669,0.99567275898299,0.0717811722765387,0.0165904040039797,0.00331899538664515,0.000229889639041692,2.42327844236501e-05,2.52990783067286e-06
"0.9",0.999994975388424,0.999780938223349,0.996964697711926,0.0779201953479502,0.0183783422311166,0.00374023529902356,0.000242558741094578,2.56654056178807e-05,2.68779744394543e-06
"0.91",0.999997228238452,0.999862887485539,0.997900785552593,0.0844722829519201,0.0203350655216106,0.00421063048652426,0.000255899056115561,2.71809807482759e-05,2.85545518186048e-06
"0.92",0.999998497217993,0.999915516080031,0.99856879616448,0.0914531135417407,0.0224733710835516,0.00473526079691211,0.000269944903556474,2.87842386184067e-05,3.03348310015661e-06
"0.93",0.99999919931634,0.999948762099169,0.999038246693254,0.0988777089918645,0.0248066407110895,0.00531963688461412,0.000284732267444854,3.04801707936564e-05,3.22251996343059e-06
"0.94",0.999999580830242,0.999969418127726,0.999363097681368,0.106760284956912,0.0273488208702093,0.0059697239145805,0.000300298870754334,3.22740456285553e-05,3.4232434390491e-06
"0.95",0.999999784412765,0.999982039075259,0.999584414866791,0.115114096044644,0.0301143958662211,0.00669196482958034,0.000316684252674393,3.41714229998846e-05,3.63637241762582e-06
"0.96",0.999999891081578,0.9999896217816,0.999732848351288,0.1239512770895,0.0331183535850351,0.00749330288536476,0.000333929848865377,3.61781697761909e-05,3.86266946839076e-06
"0.97",0.999999945953593,0.99999410090818,0.999830838888553,0.133282681980045,0.0363761433358999,0.00838120312514501,0.000352079074786515,3.83004760581285e-05,4.10294343500262e-06
"0.98",0.999999973663239,0.999996701962569,0.999894507021513,0.143117721652298,0.0399036253703654,0.00936367243181113,0.000371177412182511,4.05448722241575e-05,4.35805218135243e-06
"0.99",0.999999987398227,0.9999981866779,0.999935216590267,0.153464203007871,0.0437170117114035,0.0104492777638162,0.000391272498816431,4.29182468177913e-05,4.62890549413064e-06
"1",0.999999994080034,0.99999901964098,0.999960829473404,0.164328170647153,0.0478327979983063,0.0116471621492897,0.000412414221538482,4.54278653134743e-05,4.91646815181657e-06
"1.01",0.999999997269951,0.999999478890504,0.999976684232472,0.175713753419747,0.0522676861374215,0.01296705798342,0.000434654812776047,4.80813897995036e-05,5.221763168195e-06
"1.02",0.999999998764248,0.999999727698394,0.999986339229183,0.187623017883117,0.0570384976459999,0.0144192971472213,0.000458048950535028,5.08868996200729e-05,5.54587522039185e-06
"1.03",0.99999999945103,0.999999860140037,0.999992122698817,0.200055830822373,0.0621620776861609,0.0160148174423054,0.00048265386199986,5.38529130152954e-05,5.88995427142081e-06
"1.04",0.999999999760685,0.999999929400105,0.999995530087043,0.213009733015832,0.0676551899077212,0.0177651648170815,0.000508529430818361,5.69884098041706e-05,6.25521939701112e-06
"1.05",0.999999999897637,0.999999964979012,0.99999750435012,0.226479826429616,0.0735344023515361,0.0196824908458447,0.000535738308161005,6.03028551550144e-05,6.64296282804067e-06
"1.06",0.999999999957045,0.999999982930788,0.999998629194693,0.24045867698722,0.079815964807932,0.0217795449144137,0.000564346027637441,6.38062244882054e-05,7.05455422067569e-06
"1.07",0.999999999982318,0.999999991826519,0.999999259336598,0.25493623498506,0.0865156781762761,0.0240696605653216,0.000594421124157529,6.75090295605418e-05,7.49144516487554e-06
"1.08",0.99999999999286,0.999999996155342,0.999999606390737,0.269899775110777,0.0936487565299111,0.0265667354629892,0.000626035256819146,7.14223457792817e-05,7.95517394480694e-06
"1.09",0.999999999997173,0.999999998223707,0.999999794289618,0.285333857867245,0.101229682753439,0.0292852044557438,0.000659263335904825,7.55578407968249e-05,8.44737056449052e-06
"1.1",0.999999999998902,0.999999999194014,0.999999894283801,0.30122031401173,0.109272058784168,0.03224000523786,0.00069418365406837,7.99278044392171e-05,8.96976205155831e-06
"1.11",0.999999999999582,0.999999999640874,0.999999946584165,0.317538253387749,0.11778845165371,0.035446536151775,0.000730878021786507,8.45451800215447e-05,9.52417805455408e-06
"1.12",0.999999999999844,0.999999999842883,0.999999973466709,0.334264099258705,0.126790236686116,0.0389206057189526,0.000769431907154394,8.94235971071744e-05,1.01125567486537e-05
"1.13",0.999999999999943,0.999999999932514,0.999999987044476,0.351371648950324,0.136287439362416,0.0426783735480742,0.000809934580093374,9.45774057665716e-05,1.07369510652378e-05
"1.14",0.99999999999998,0.999999999971545,0.999999993782548,0.368832161276989,0.146288577504397,0.0467362823417025,0.000852479261042927,0.000100021712396203,1.1399535262524e-05
"1.15",0.999999999999993,0.999999999988223,0.999999997067655,0.386614470870032,0.156800505559504,0.0511109808074526,0.000897163274200752,0.000105772417158367,1.21026118545808e-05
"1.16",0.999999999999998,0.999999999995216,0.999999998641014,0.40468512914938,0.167828262880205,0.0558192373769947,0.000944088205371618,0.000111846253102676,1.28486189163723e-05
"1.17",0.999999999999999,0.999999999998093,0.999999999381179,0.423008571289838,0.179374927981509,0.0608778447455616,0.000993360064483251,0.000118260827035144,1.36401377837103e-05
"1.18",1,0.999999999999254,0.999999999723167,0.441547308136673,0.191441480826141,0.0663035153654958,0.00104508945282056,0.000125034662200041,1.44799011695396e-05
"1.19",1,0.999999999999714,0.999999999878345,0.46026214162943,0.204026675224993,0.0721127681588528,0.0010993917350226,0.000132187242841919,1.53708017146537e-05
"1.2",1,0.999999999999892,0.999999999947489,0.479112401905595,0.217126923447898,0.0783218068549868,0.00115638721588673,0.000139739060716737,1.63159009973768e-05
"1.21",1,0.99999999999996,0.999999999977739,0.498056203884871,0.230736195114237,0.0849463905078871,0.00121620132201083,0.000147711663623262,1.73184390213077e-05
"1.22",1,0.999999999999986,0.999999999990733,0.51705072078829,0.244845932372112,0.092001696902978,0.0012789647883017,0.000156127706027243,1.83818442088812e-05
"1.23",1,0.999999999999995,0.999999999996212,0.536052471731544,0.259444983277751,0.0995021797219716,0.00134481384937157,0.000165011001852067,1.95097439215086e-05
"1.24",1,0.999999999999998,0.99999999999848,0.555017620256413,0.274519555152396,0.107461420494762,0.0014138904358314,0.00017438657951141,2.07059755336081e-05
"1.25",1,0.999999999999999,0.999999999999401,0.573902280434191,0.290053189522439,0.115891976526517,0.00148634237548795,0.000184280739261022,2.19745980876151e-05
"1.26",1,1,0.999999999999768,0.59266282699673,0.306026760040598,0.124805226143081,0.00156232359943609,0.000194721112948604,2.331990455684e-05
"1.27",1,1,0.999999999999912,0.61125620582878,0.322418494543214,0.13421121274543,0.00164199435303303,0.000205736726241357,2.47464347452597e-05
"1.28",1,1,0.999999999999967,0.629640241093546,0.339204022123677,0.144118489300817,0.00172552141172821,0.000217358063411721,2.6258988854555e-05
"1.29",1,1,0.999999999999988,0.647773935264305,0.356356445797893,0.154533965021059,0.00181307830171207,0.000229617134766102,2.78626417496985e-05
"1.3",1,1,0.999999999999996,0.665617758399688,0.373846441008655,0.165462756083706,0.00190484552533621,0.0002425475467972,2.95627579559588e-05
"1.31",1,1,0.999999999999998,0.683133923128473,0.391642379866686,0.176908042336223,0.0020010107912436,0.000256184575148422,3.13650074197369e-05
"1.32",1,1,0.999999999999999,0.700286642000108,0.409710480662526,0.188870931983538,0.00210176924913641,0.000270565240472753,3.32753820708742e-05
"1.33",1,1,1,0.717042364106164,0.428014981811543,0.20135033629247,0.00220732372909427,0.000285728387275141,3.53002132199576e-05
"1.34",1,1,1,0.733369988181505,0.446518339020753,0.21434285634982,0.00231788498534147,0.000301714765825634,3.74461898315914e-05
"1.35",1,1,1,0.749241049746136,0.46518144409792,0.227842683882132,0.00243367194434629,0.000318567117230439,3.97203777100508e-05
"1.36",1,1,1,0.764629880242767,0.483963863467776,0.241841518082463,0.00255491195712176,0.000336330261750506,4.21302396403922e-05
"1.37",1,1,1,0.779513736553317,0.50282409412427,0.256328500291665,0.00268184105557789,0.000355051190457201,4.46836565254349e-05
"1.38",1,1,1,0.793872899731086,0.521719834438928,0.271290168248303,0.00281470421276042,0.000374779160312033,4.7388949563576e-05
"1.39",1,1,1,0.80769074225531,0.540608266970042,0.286710431452197,0.00295375560679156,0.000395565792762675,5.02549035127364e-05
"1.4",1,1,1,0.820953763591369,0.559446350182367,0.302570568982941,0.00309925888831197,0.000417465175942544,5.32907910856251e-05
"1.41",1,1,1,0.833651594313807,0.578191115797335,0.318849250877964,0.00325148745119985,0.000440533970562207,5.65063985270564e-05
"1.42",1,1,1,0.845776969510896,0.596799968354853,0.335522583907361,0.00341072470632708,0.000464831519582432,5.99120524216179e-05
"1.43",1,1,1,0.857325672629571,0.615230983483032,0.352564182288068,0.00357726435808925,0.000490419961754807,6.35186477843108e-05
"1.44",1,1,1,0.86829645133005,0.63344320134474,0.369945263561894,0.00375141068342399,0.000517364349115534,6.73376774870116e-05
"1.45",1,1,1,0.878690907292294,0.651396911760968,0.387634769525277,0.00393347881301342,0.000545732768519325,7.13812630761534e-05
"1.46",1,1,1,0.888513362245285,0.669053927601403,0.40559951174862,0.00412379501433835,0.000575596467293882,7.5662187037584e-05
"1.47",1,1,1,0.89777070276932,0.686377843181007,0.423804340865738,0.00432269697623311,0.00060702998309814,8.01939265689944e-05
"1.48",1,1,1,0.906472206646904,0.703334274605754,0.442212338455534,0.00453053409456328,0.000640111278061739,8.4990688916764e-05
"1.49",1,1,1,0.914629353706525,0.719891079267555,0.460785029985197,0.00474766775862245,0.000674921877283352,9.00674483427233e-05
"1.5",1,1,1,0.922255624214086,0.736018551992982,0.479482616943825,0.00497447163782261,0.000711547011759905,9.54399847817866e-05
"1.51",1,1,1,0.929366287919012,0.751689595697131,0.498264225974293,0.00521133196822199,0.000750075765817981,0.000101124924257179
"1.52",1,1,1,0.93597818685712,0.766879864775933,0.517088172515976,0.00545864783841155,0.000790601229112453,0.000107139781120091
"1.53",1,1,1,0.942109514952944,0.781567879880185,0.535912236208202,0.00571683147425217,0.000833220653255862,0.000113503002181603
"1.54",1,1,1,0.947779597353806,0.795735113144204,0.554693945079629,0.00598630852192672,0.00087803561313593,0.000120234012809028
"1.55",1,1,1,0.953008672271229,0.809366043382928,0.573390865367864,0.00626751832874539,0.000925152172972732,0.000127353265057861
"1.56",1,1,1,0.957817677907895,0.822448181214755,0.591960893680517,0.00656091422111194,0.000974681057165028,0.000134882287912697
"1.57",1,1,1,0.962228046816278,0.834972064504699,0.610362548127583,0.00686696377903273,0.00102673782596607,0.000142843739714071
"1.58",1,1,1,0.966261509775126,0.846931224945064,0.628555255027917,0.00718614910651771,0.00108144305602276,0.000151261462846497
"1.59",1,1,1,0.969939910988964,0.858322126990811,0.646499627820983,0.00751896709719824,0.00113892252580927,0.000160160540768284
"1.6",1,1,1,0.97328503612083,0.869144080736698,0.664157734899662,0.00786592969445443,0.00119930740597263,0.000169567357461098
"1.61",1,1,1,0.976318454366427,0.879399130656422,0.681493353219375,0.008227564145316,0.0012627344546059,0.000179509659382626
"1.62",1,1,1,0.979061375475442,0.889091922414859,0.698472204731361,0.00860441324737315,0.00132934621745018,0.000190016620004507
