"","0.5:1e-04","0.5:1e-05","0.5:1e-06","0.75:1e-04","0.75:1e-05","0.75:1e-06","0.9:1e-04","0.9:1e-05","0.9:1e-06"
"1.67",1,1,1,0.998651993132894,0.984270864079116,0.922244857493303,0.0190044710116463,0.00333721081560934,0.000530438726683569
"1.68",1,1,1,0.998886093130315,0.986333626357531,0.929776569206947,0.0198724067334088,0.00351725683208037,0.000562734690120248
"1.69",1,1,1,0.999082671783218,0.988161563796179,0.936746004561616,0.0207753797780759,0.0037063407590614,0.00059690903584142
"1.7",1,1,1,0.999247144796721,0.989776050786004,0.943175446643001,0.0217145408493538,0.00390487105840653,0.000633064320317733
"1.71",1,1,1,0.999384255095044,0.991197275122889,0.949088537698278,0.0226910641140888,0.0041132717799125,0.000671308215769217
"1.72",1,1,1,0.999498137452307,0.992444197471666,0.954509985215292,0.0237061469070327,0.00433198298171389,0.000711753732014264
"1.73",1,1,1,0.999592380129564,0.993534529389102,0.95946527690186,0.0247610093836451,0.00456146115147538,0.000754519445727131
"1.74",1,1,1,0.99967008307082,0.994484728181268,0.963980407938473,0.0258568941189922,0.00480217962762253,0.000799729737207655
"1.75",1,1,1,0.99973391234288,0.995310006766676,0.968081623437222,0.0269950656508224,0.00505462901980203,0.000847515034752777
"1.76",1,1,1,0.999786150621951,0.996024356661134,0.971795178571218,0.0281768099649472,0.00531931762771598,0.00089801206671547
"1.77",1,1,1,0.999828743633231,0.996640582189511,0.975147118354765,0.0294034339210946,0.00559677185742202,0.000951364121319687
"1.78",1,1,1,0.999863342538187,0.99717034405866,0.978163078567116,0.0306762646174615,0.0058875366341411,0.0010077213142925
"1.79",1,1,1,0.999891342338079,0.997624210489559,0.98086810883325,0.0319966486922518,0.00619217581056475,0.00106724086435706
"1.8",1,1,1,0.999913916422186,0.998011714199534,0.983286518413998,0.0333659515605558,0.00651127256959827,0.00113008737662079
"1.81",1,1,1,0.999932047436065,0.998341413641703,0.985441744824157,0.0347855565850094,0.00684542982042813,0.00119643313387108
"1.82",1,1,1,0.999946554680054,0.998620957042794,0.98735624499853,0.0362568641787582,0.00719527058674496,0.00126645839578221
"1.83",1,1,1,0.999958118272503,0.998857147926867,0.989051408368336,0.037781290839347,0.00756143838590562,0.00134035170601077
"1.84",1,1,1,0.999967300327045,0.999056010966243,0.990547490898575,0.0393602681122643,0.00794459759775923,0.001418310207146
"1.85",1,1,1,0.999974563400089,0.999222857157355,0.991863568873704,0.0409952414829843,0.00834543382181729,0.00150053996345489
"1.86",1,1,1,0.999980286464841,0.999362347474447,0.993017511005864,0.0426876691964764,0.00876465422138839,0.00158725629134338
"1.87",1,1,1,0.999984778662865,0.999478554304402,0.994025967276728,0.0444390210032847,0.0092029878532528,0.00167868409743155
"1.88",1,1,1,0.9999882910746,0.999575020108741,0.994904372809735,0.0462507768314234,0.00966118598139998,0.00177505822411683
"1.89",1,1,1,0.999991026737488,0.99965481289173,0.995666965001388,0.0481244253834899,0.0101400223733007,0.00187662380247189
"1.9",1,1,1,0.999993149125268,0.999720578174835,0.996326812115207,0.0500614626585563,0.0106402935771415,0.00198363661229883
"1.91",1,1,1,0.999994789285532,0.999774587286463,0.996895851555604,0.052063390398575,0.0111628191783997,0.002096363449132
"1.92",1,1,1,0.999996051815366,0.999818781871364,0.997384936086747,0.0541317144592133,0.0117084420340954,0.00221508249795199
"1.93",1,1,1,0.999997019837472,0.99985481460608,0.997803886338346,0.0562679431052244,0.0122780284830101,0.00234008371334216
"1.94",1,1,1,0.999997759122036,0.999884086175675,0.998161548040973,0.0584735852306567,0.0128724685301278,0.00247166920578512
"1.95",1,1,1,0.9999983214831,0.999907778623157,0.998465852552867,0.0607501485044164,0.0134926760035111,0.00261015363376627
"1.96",1,1,1,0.99999874756258,0.999926885227334,0.998723879373048,0.0630991374419094,0.0141395886817931,0.00275586460130961
"1.97",1,1,1,0.999999069100591,0.999942237098309,0.998941919477169,0.0655220514037163,0.0148141683904338,0.00290914306054124
"1.98",1,1,1,0.999999310777374,0.999954526703434,0.99912553845854,0.0680203825224788,0.0155174010648627,0.00307034371883153
"1.99",1,1,1,0.999999491700072,0.999964328551601,0.999279638603148,0.0705956135594248,0.0162502967786017,0.00323983545003081
"2",1,1,1,0.999999626596773,0.999972117271326,0.999408519170818,0.0732492156921906,0.0170138897344488,0.00341800170927165
"2.01",1,1,1,0.999999726770633,0.999978283319428,0.999515934292185,0.0759826462358613,0.0178092382167787,0.00360524095076631
"2.02",1,1,1,0.999999800858482,0.999983146553311,0.999605148020303,0.0787973462993985,0.0186374245030124,0.00380196704798874
"2.03",1,1,1,0.99999985543097,0.999986967892018,0.999678986194986,0.0816947383798893,0.0194995547323005,0.00400860971558004
"2.04",1,1,1,0.999999895465015,0.999989959280232,0.999739884885893,0.0846762238973123,0.020396758729459,0.00422561493227491
"2.05",1,1,1,0.999999924713869,0.999992292156223,0.999789935276282,0.0877431806727869,0.0213301897822099,0.0044534453640982
"2.06",1,1,1,0.99999994599559,0.999994104610027,0.999830924932835,0.0908969603535404,0.022301024369781,0.00469258078703028
"2.07",1,1,1,0.99999996141678,0.99999550740263,0.999864375478143,0.094138885788099,0.0233104618409434,0.00494351850829444
"2.08",1,1,1,0.999999972545294,0.999996589001068,0.999891576741496,0.0974702483554858,0.024359724039584,0.00520677378536849
"2.09",1,1,1,0.999999980542889,0.99999741976868,0.9999136175114,0.100892305252471,0.0254500548759424,0.00548288024176946
"2.1",1,1,1,0.999999986266623,0.999998055434508,0.999931413050282,0.104406276743202,0.0265827198416808,0.00577239027861542
"2.11",1,1,1,0.999999990345985,0.999998539951355,0.999945729559347,0.108013343375808,0.0277590054669958,0.00607587548090838
"2.12",1,1,1,0.99999999324128,0.999998907838434,0.999957205800306,0.111714643170823,0.028980218718039,0.00639392701743946
"2.13",1,1,1,0.999999995287611,0.999999186092023,0.999966372092026,0.115511268786557,0.030247686332968,0.00672715603315666
"2.14",1,1,1,0.999999996727856,0.999999395736088,0.99997366690494,0.119404264666782,0.0315627540950244,0.00707619403279125
"2.15",1,1,1,0.999999997737271,0.99999955307456,0.99997945127551,0.123394624176358,0.0329267860411024,0.0074416932544793
"2.16",1,1,1,0.999999998441754,0.999999670697723,0.999984021258085,0.127483286730653,0.0343411636043693,0.00782432703207026
"2.17",1,1,1,0.999999998931346,0.999999758287092,0.99998761862313,0.131671134924861,0.0358072846895804,0.0082247901447563
"2.18",1,1,1,0.999999999270155,0.999999823256007,0.999990439999799,0.135958991669519,0.0373265626798419,0.00864379915261249
"2.19",1,1,1,0.999999999503624,0.999999871257039,0.999992644648069,0.140347617338763,0.0389004253736835,0.00908209271658067
"2.2",1,1,1,0.99999999966382,0.999999906581978,0.999994361031609,0.144837706938032,0.0405303138514228,0.00954043190138887
"2.21",1,1,1,0.99999999977327,0.999999932475626,0.999995692348026,0.149429887298129,0.0422176812699322,0.0100196004598441
"2.22",1,1,1,0.999999999847729,0.999999951380823,0.99999672115832,0.154124714302714,0.0439639915850601,0.010520405096896
"2.23",1,1,1,0.999999999898167,0.999999965128853,0.999997513242889,0.158922670156445,0.0457707182011036,0.0110436757118209
"2.24",1,1,1,0.999999999932185,0.999999975086718,0.999998120797376,0.163824160701139,0.0476393425468828,0.0115902656168356
"2.25",1,1,1,0.999999999955031,0.999999982270508,0.999998585068374,0.168829512787414,0.0495713525781427,0.0121610517304129
"2.26",1,1,1,0.999999999970308,0.999999987432271,0.999998938516556,0.173938971709386,0.0515682412061673,0.0127569347435286
"2.27",1,1,1,0.999999999980478,0.999999991126252,0.999999206583382,0.179152698710078,0.0536315046526871,0.0133788392570408
"2.28",1,1,1,0.99999999998722,0.999999993759178,0.999999409127108,0.184470768565218,0.0557626407313444,0.0140277138883691
"2.29",1,1,1,0.999999999991669,0.999999995628247,0.999999561584403,0.189893167253177,0.0579631470561794,0.0147045313456143
"2.3",1,1,1,0.999999999994593,0.999999996949696,0.999999675905563,0.195419789718772,0.060234519177814,0.0154102884672349
"2.31",1,1,1,0.999999999996505,0.999999997880179,0.999999761303893,0.201050437738651,0.0625782486482129,0.0161460062253765
"2.32",1,1,1,0.999999999997751,0.999999998532701,0.999999824853346,0.206784817895954,0.0649958210151361,0.0169127296909402
"2.33",1,1,1,0.999999999998559,0.99999999898843,0.999999871962935,0.212622539671835,0.0674887137476141,0.0177115279584539
"2.34",1,1,1,0.999999999999081,0.999999999305413,0.999999906751559,0.218563113661372,0.0700583940940167,0.0185434940288201
"2.35",1,1,1,0.999999999999416,0.999999999524988,0.999999932342783,0.224605949921261,0.0727063168745261,0.0194097446479976
"2.36",1,1,1,0.999999999999631,0.999999999676462,0.999999951095583,0.230750356456518,0.0754339222100676,0.0203114200996923
"2.37",1,1,1,0.999999999999768,0.999999999780525,0.999999964784149,0.236995537853265,0.0782426331900008,0.0212496839501348
"2.38",1,1,1,0.999999999999854,0.999999999851722,0.999999974737331,0.243340594064466,0.0811338534811306,0.0222257227430445
"2.39",1,1,1,0.999999999999909,0.999999999900231,0.999999981946307,0.249784519355217,0.0841089648808494,0.0232407456428999
"2.4",1,1,1,0.999999999999943,0.999999999933145,0.999999987147327,0.256326201413975,0.0871693248174807,0.024295984024668
"2.41",1,1,1,0.999999999999965,0.999999999955384,0.999999990885006,0.262964420635786,0.0903162638011576,0.0253926910081798
"2.42",1,1,1,0.999999999999978,0.999999999970347,0.999999993560535,0.269697849583283,0.0935510828288251,0.0265321409353857
"2.43",1,1,1,0.999999999999987,0.999999999980373,0.999999995468223,0.276525052630852,0.0968750507472219,0.0277156287887763
"2.44",1,1,1,0.999999999999992,0.999999999987063,0.999999996823071,0.283444485797022,0.100289401577946,0.0289444695493088
"2.45",1,1,1,0.999999999999995,0.999999999991508,0.999999997781487,0.290454496769715,0.103795331808979,0.0302199974922569
"2.46",1,1,1,0.999999999999997,0.999999999994449,0.999999998456783,0.297553325128588,0.107393997657289,0.0315435654194639
"2.47",1,1,1,0.999999999999998,0.999999999996386,0.999999998930706,0.304739102768227,0.111086512307369,0.0329165438265762
"2.48",1,1,1,0.999999999999999,0.999999999997657,0.99999999926198,0.312009854525526,0.114873943130857,0.0343403200039156
"2.49",1,1,1,0.999999999999999,0.999999999998488,0.999999999492618,0.319363499014023,0.118757308892552,0.0358162970697562
"2.5",1,1,1,1,0.999999999999028,0.99999999965255,0.326797849667543,0.122737576948443,0.0373458929348779
"2.51",1,1,1,1,0.999999999999378,0.999999999763007,0.334310615994866,0.126815660441533,0.0389305391973891
"2.52",1,1,1,1,0.999999999999603,0.999999999838987,0.341899405046669,0.130992415501487,0.0405716799669338
"2.53",1,1,1,1,0.999999999999748,0.999999999891041,0.349561723095377,0.135268638454328,0.0422707706175404
"2.54",1,1,1,1,0.999999999999841,0.99999999992656,0.357294977527985,0.139645063048573,0.0440292764685063
"2.55",1,1,1,1,0.9999999999999,0.999999999950697,0.365096478951334,0.144122357704411,0.0458486713928729
"2.56",1,1,1,1,0.999999999999937,0.999999999967033,0.372963443508691,0.148701122792662,0.0477304363532006
"2.57",1,1,1,1,0.999999999999961,0.999999999978045,0.380892995405902,0.153381887950423,0.0496760578645306
"2.58",1,1,1,1,0.999999999999976,0.999999999985437,0.388882169644729,0.158165109440407,0.05168702638459
"2.59",1,1,1,1,0.999999999999985,0.999999999990379,0.396927914960395,0.163051167561135,0.0537648346314928
"2.6",1,1,1,1,0.999999999999991,0.99999999999367,0.405027096959693,0.168040364115212,0.0559109758293783
"2.61",1,1,1,1,0.999999999999994,0.999999999995852,0.41317650145543,0.173132919942978,0.0581269418826269
"2.62",1,1,1,1,0.999999999999997,0.999999999997293,0.421372837992324,0.178328972528936,0.0604142214795149
"2.63",1,1,1,1,0.999999999999998,0.99999999999824,0.429612743558849,0.183628573688314,0.0627742981263709
"2.64",1,1,1,1,0.999999999999999,0.999999999998861,0.437892786478945,0.189031687341208,0.0652086481135289
"2.65",1,1,1,1,0.999999999999999,0.999999999999266,0.446209470476875,0.194538187381689,0.0677187384145987
"2.66",1,1,1,1,1,0.999999999999528,0.45455923890792,0.200147855649235,0.0703060245208074
"2.67",1,1,1,1,1,0.999999999999698,0.462938479147064,0.20586038000981,0.0729719482124012
"2.68",1,1,1,1,1,0.999999999999808,0.47134352712725,0.211675352553807,0.0757179352693523
"2.69",1,1,1,1,1,0.999999999999878,0.479770672018191,0.217592267917959,0.0785453931238397
"2.7",1,1,1,1,1,0.999999999999923,0.488216161036339,0.223610521738211,0.0814557084572468
"2.71",1,1,1,1,1,0.999999999999952,0.496676204375962,0.229729409240367,0.0844502447446501
"2.72",1,1,1,1,1,0.99999999999997,0.505146980250975,0.23594812397514,0.0875303397500407
"2.73",1,1,1,1,1,0.999999999999981,0.513624640036597,0.242265756704029,0.0906973029757602
"2.74",1,1,1,1,1,0.999999999999988,0.522105313499615,0.248681294442192,0.0939524130698995
"2.75",1,1,1,1,1,0.999999999999993,0.530585114105594,0.255193619664247,0.0972969151956481
"2.76",1,1,1,1,1,0.999999999999996,0.539060144391074,0.261801509678599,0.100732018366841
"2.77",1,1,1,1,1,0.999999999999997,0.54752650138848,0.268503636175617,0.104258892754187
"2.78",1,1,1,1,1,0.999999999999998,0.555980282091227,0.27529856495461,0.107878666966921
"2.79",1,1,1,1,1,0.999999999999999,0.564417588946256,0.282184755834199,0.111592425314832
"2.8",1,1,1,1,1,0.999999999999999,0.572834535361105,0.289160562750298,0.115401205055883
"2.81",1,1,1,1,1,1,0.581227251212426,0.296224234045479,0.11930599363484
"2.82",1,1,1,1,1,1,0.589591888342792,0.303373912953077,0.12330772591855
"2.83",1,1,1,1,1,1,0.597924626032638,0.310607638278953,0.127407281433714
"2.84",1,1,1,1,1,1,0.606221676434057,0.317923345283296,0.131605481613193
"2.85",1,1,1,1,1,1,0.614479289953334,0.325318866764413,0.135903087057088
"2.86",1,1,1,1,1,1,0.622693760569112,0.332791934345912,0.140300794814969
"2.87",1,1,1,1,1,1,0.630861431073249,0.340340179968158,0.144799235695833
"2.88",1,1,1,1,1,1,0.638978698221585,0.347961137584324,0.149398971612472
"2.89",1,1,1,1,1,1,0.647042017782056,0.355652245060839,0.154100492967087
"2.9",1,1,1,1,1,1,0.655047909467857,0.363410846281448,0.158904216085094
"2.91",1,1,1,1,1,1,0.662992961743689,0.371234193453492,0.163810480704132
"2.92",1,1,1,1,1,1,0.670873836493434,0.379119449614506,0.168819547525405
"2.93",1,1,1,1,1,1,0.678687273538002,0.387063691336575,0.173931595834496
"2.94",1,1,1,1,1,1,0.686430094992544,0.395063911625354,0.179146721198877
"2.95",1,1,1,1,1,1,0.694099209452695,0.403117023010003,0.184464933249281
"2.96",1,1,1,1,1,1,0.701691615999946,0.411219860819784,0.189886153552194
"2.97",1,1,1,1,1,1,0.7092044080169,0.419369186642398,0.195410213580579
"2.98",1,1,1,1,1,1,0.716634776803614,0.427561691958621,0.201036852789993
"2.99",1,1,1,1,1,1,0.723980014986933,0.435794001947195,0.206765716807102
"3",1,1,1,1,1,1,0.731237519715257,0.444062679453385,0.212596355737551
"3.01",1,1,1,1,1,1,0.738404795631933,0.452364229114051,0.218528222599971
"3.02",1,1,1,1,1,1,0.74547945762103,0.460695101631582,0.224560671892814
"3.03",1,1,1,1,1,1,0.75245923332007,0.469051698188474,0.230692958300449
"3.04",1,1,1,1,1,1,0.759341965394875,0.477430374993907,0.236924235544833
"3.05",1,1,1,1,1,1,0.766125613572534,0.485827447953137,0.24325355538879
"3.06",1,1,1,1,1,1,0.772808256429139,0.494239197450104,0.249679866796676
"3.07",1,1,1,1,1,1,0.779388092929746,0.50266187323325,0.25620201525799
"3.08",1,1,1,1,1,1,0.78586344371874,0.511091699394088,0.262818742279094
"3.09",1,1,1,1,1,1,0.792232752159538,0.519524879427776,0.26952868504798
"3.1",1,1,1,1,1,1,0.798494585123327,0.527957601364528,0.276330376276577
"3.11",1,1,1,1,1,1,0.804647633527268,0.536386042960504,0.28322224422482
"3.12",1,1,1,1,1,1,0.810690712623371,0.544806376936407,0.290202612910191
"3.13",1,1,1,1,1,1,0.816622762039925,0.55321477625195,0.297269702506131
"3.14",1,1,1,1,1,1,0.822442845578141,0.561607419404039,0.304421629932238
"3.15",1,1,1,1,1,1,0.828150150767336,0.5699804957364,0.31165640963868
"3.16",1,1,1,1,1,1,0.833743988182687,0.57833021074833,0.318971954586873
"3.17",1,1,1,1,1,1,0.839223790530245,0.586652791390019,0.326366077427848
"3.18",1,1,1,1,1,1,0.844589111504535,0.594944491332065,0.333836491879366
"3.19",1,1,1,1,1,1,0.849839624424705,0.603201596196638,0.341380814302231
"3.2",1,1,1,1,1,1,0.854975120655747,0.611420428737879,0.34899656547572
"3.21",1,1,1,1,1,1,0.859995507821891,0.619597353959196,0.356681172571567
"3.22",1,1,1,1,1,1,0.864900807819801,0.627728784155264,0.364431971325333
"3.23",1,1,1,1,1,1,0.869691154639671,0.635811183866678,0.372246208403458
"3.24",1,1,1,1,1,1,0.874366792002825,0.643841074735488,0.380121043963693
"3.25",1,1,1,1,1,1,0.878928070824771,0.651815040249985,0.388053554406142
"3.26",1,1,1,1,1,1,0.883375446513129,0.659729730367541,0.39604073531145
"3.27",1,1,1,1,1,1,0.887709476110132,0.667581866004559,0.404079504562168
"3.28",1,1,1,1,1,1,0.891930815289715,0.675368243382935,0.412166705642832
"3.29",1,1,1,1,1,1,0.896040215219512,0.68308573822295,0.420299111113551
"3.3",1,1,1,1,1,1,0.900038519298243,0.69073130977282,0.428473426251587
"3.31",1,1,1,1,1,1,0.903926659779194,0.698302004665699,0.436686292854664
"3.32",1,1,1,1,1,1,0.907705654290634,0.705794960595427,0.444934293199328
"3.33",1,1,1,1,1,1,0.911376602264074,0.713207409802786,0.45321395414715
"3.34",1,1,1,1,1,1,0.914940681281398,0.720536682364698,0.461521751391004
"3.35",1,1,1,1,1,1,0.918399143351838,0.727780209279265,0.469854113833283
"3.36",1,1,1,1,1,1,0.921753311129786,0.734935525340236,0.478207428087381
"3.37",1,1,1,1,1,1,0.925004574084406,0.742000271795177,0.486578043093253
"3.38",1,1,1,1,1,1,0.928154384631813,0.748972198782061,0.494962274837713
"3.39",1,1,1,1,1,1,0.931204254240572,0.755849167539936,0.503356411169393
"3.4",1,1,1,1,1,1,0.93415574952099,0.762629152389755,0.511756716698246
"3.41",1,1,1,1,1,1,0.937010488308561,0.769310242482315,0.520159437768915
"3.42",1,1,1,1,1,1,0.939770135751611,0.775890643310861,0.528560807497137
"3.43",1,1,1,1,1,1,0.942436400412995,0.782368677986627,0.536957050857965
"3.44",1,1,1,1,1,1,0.945011030395321,0.788742788276281,0.545344389814535
"3.45",1,1,1,1,1,1,0.947495809498951,0.795011535400999,0.553719048475633
"3.46",1,1,1,1,1,1,0.949892553421574,0.801173600597451,0.562077258270501
"3.47",1,1,1,1,1,1,0.95220310600788,0.807227785441877,0.570415263128826
"3.48",1,1,1,1,1,1,0.954429335557385,0.813173011938884,0.578729324654127
"3.49",1,1,1,1,1,1,0.956573131198116,0.819008322377469,0.587015727278407
"3.5",1,1,1,1,1,1,0.958636399333375,0.824732878957264,0.595270783386118
"3.51",1,1,1,1,1,1,0.960621060168438,0.830345963188775,0.60349083839548
"3.52",1,1,1,1,1,1,0.962529044323509,0.835846975071881,0.611672275785175
"3.53",1,1,1,1,1,1,0.964362289538848,0.841235432057559,0.619811522054635
"3.54",1,1,1,1,1,1,0.966122737477509,0.846510967798325,0.627905051606356
"3.55",1,1,1,1,1,1,0.967812330630622,0.851673330693423,0.635949391538633
"3.56",1,1,1,1,1,1,0.969433009329711,0.856722382235332,0.64394112633754
"3.57",1,1,1,1,1,1,0.970986708870046,0.861658095164696,0.651876902457271
"3.58",1,1,1,1,1,1,0.972475356748537,0.866480551441138,0.659753432777999
"3.59",1,1,1,1,1,1,0.973900870019229,0.871189940037938,0.667567500931007
"3.6",1,1,1,1,1,1,0.975265152768958,0.875786554568956,0.675315965481201
"3.61",1,1,1,1,1,1,0.976570093715287,0.880270790756438,0.682995763957246
"3.62",1,1,1,1,1,1,0.977817563928376,0.884643143748827,0.69060391672044
"3.63",1,1,1,1,1,1,0.97900941467798,0.888904205297817,0.698137530663451
"3.64",1,1,1,1,1,1,0.980147475406377,0.893054660804302,0.705593802730937
"3.65",1,1,1,1,1,1,0.981233551827545,0.897095286242969,0.712970023254297
"3.66",1,1,1,1,1,1,0.982269424152561,0.901026944975502,0.720263579093496
"3.67",1,1,1,1,1,1,0.983256845440757,0.904850584462551,0.727471956579493
"3.68",1,1,1,1,1,1,0.984197540075825,0.908567232884609,0.734592744251262
"3.69",1,1,1,1,1,1,0.985093202365677,0.912177995682136,0.741623635382149
"3.7",1,1,1,1,1,1,0.985945495264555,0.915684052025188,0.748562430290856
"3.71",1,1,1,1,1,1,0.986756049215538,0.919086651222858,0.755407038432953
"3.72",1,1,1,1,1,1,0.987526461111314,0.922387109082789,0.762155480269587
"3.73",1,1,1,1,1,1,0.988258293370793,0.925586804230909,0.768805888910569
"3.74",1,1,1,1,1,1,0.988953073128874,0.928687174401445,0.775356511529767
"3.75",1,1,1,1,1,1,0.989612291536449,0.931689712707137,0.781805710551399
"3.76",1,1,1,1,1,1,0.990237403167506,0.93459596389937,0.78815196460645
"3.77",1,1,1,1,1,1,0.990829825529983,0.93740752062775,0.794393869259116
"3.78",1,1,1,1,1,1,0.991390938676875,0.940126019708416,0.800530137503871
"3.79",1,1,1,1,1,1,0.991922084913896,0.94275313841011,0.80655960003433
"3.8",1,1,1,1,1,1,0.992424568599929,0.945290590766735,0.812481205285803
"3.81",1,1,1,1,1,1,0.9928996560363,0.947740123924833,0.818294019254029
"3.82",1,1,1,1,1,1,0.993348575440897,0.950103514534083,0.823997225093193
"3.83",1,1,1,1,1,1,0.99377251700301,0.952382565188532,0.829590122496934
"3.84",1,1,1,1,1,1,0.994172633014773,0.954579100925961,0.835072126866642
"3.85",1,1,1,1,1,1,0.994550038074984,0.956694965792339,0.840442768271901
"3.86",1,1,1,1,1,1,0.994905809361127,0.958732019477971,0.845701690208461
"3.87",1,1,1,1,1,1,0.995240986965354,0.960692134031493,0.850848648159647
"3.88",1,1,1,1,1,1,0.995556574290233,0.962577190657475,0.855883507967592
"3.89",1,1,1,1,1,1,0.995853538500083,0.964389076602948,0.860806244021161
"3.9",1,1,1,1,1,1,0.996132811023754,0.96612968213773,0.865616937267825
"3.91",1,1,1,1,1,1,0.996395288104766,0.967800897633018,0.87031577305718
"3.92",1,1,1,1,1,1,0.99664183139479,0.96940461074222,0.874903038824154
"3.93",1,1,1,1,1,1,0.996873268586527,0.970942703687615,0.879379121620287
"3.94",1,1,1,1,1,1,0.99709039408213,0.972417050655949,0.883744505501755
"3.95",1,1,1,1,1,1,0.997293969693419,0.973829515305657,0.887999768783104
"3.96",1,1,1,1,1,1,0.997484725370226,0.975181948387963,0.892145581165865
"3.97",1,1,1,1,1,1,0.99766335995335,0.976476185483692,0.896182700751427
"3.98",1,1,1,1,1,1,0.997830541948695,0.977714044857199,0.900111970947705
"3.99",1,1,1,1,1,1,0.997986910319315,0.978897325428432,0.903934317279276
"4",1,1,1,1,1,1,0.9981330752922,0.980027804863728,0.907650744110724
