"Image Location","Analysis Region","Algorithm Name","Object Id","XMin","XMax","YMin","YMax","POU4F1+ Hb Nuclei","Non-Fluoro Nuclei","CRH+ Nuclei","CRH+ POU4F1-","MCOLN+POU4F1-","MCOLN3+ Nuclei","ESRP1+ Nuclei","ESRP1+POUF41-","CRH+MCOLN3+","CRH+MOCLN3+POU4F1-","CRH+ESRP1+","CRH+ESRP1+POU4F1-","MCOLN3+ESRP1+","MCOLN3+ESRP1+POU4F1-","CRH+MCOLN3+ESRP1+","CRH+MCOLN3+ESRP1+POU4F1-","20x DAPI Positive","20x DAPI Positive Nucleus","20x DAPI Nucleus Intensity","20x DAPI Positive Cytoplasm","20x DAPI Cytoplasm Intensity","POU4F1 - 520 Copies","POU4F1 - 520 Area (µm²)","POU4F1 - 520 Classification","POU4F1 - 520 Cell Intensity","POU4F1 - 520 Avg Intensity","CRH - 570 Copies","CRH - 570 Area (µm²)","CRH - 570 Classification","CRH - 570 Cell Intensity","CRH - 570 Avg Intensity","MCOLN3 - 620 Copies","MCOLN3 - 620 Area (µm²)","MCOLN3 - 620 Classification","MCOLN3 - 620 Cell Intensity","MCOLN3 - 620 Avg Intensity","ESRP1 - 690 Copies","ESRP1 - 690 Area (µm²)","ESRP1 - 690 Classification","ESRP1 - 690 Cell Intensity","ESRP1 - 690 Avg Intensity","Cell Area (µm²)","Cytoplasm Area (µm²)","Nucleus Area (µm²)","Nucleus Perimeter (µm)","Nucleus Roundness"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","10","5142","5172","3705","3736","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2956.8252","0","344.74347","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","134.15701","89.12757","45.029446","29.779278","0.917196"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","11","5061","5094","3716","3743","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3518.103","0","392.22897","0","0","0","0","0","2","0.931323","1","963.7792","1034.85","0","0","0","0","0","0","0","0","0","0","127.40493","88.05655","39.348377","29.347694","0.736368"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","12","5208","5240","3742","3773","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","3045.7637","0","371.92648","0","0","0","0","0","1","0.465661","1","351.85367","755.6","0","0","0","0","0","6","3.864989","2","2957.1355","765.10846","136.43875","92.48033","43.958424","31.937197","0.691152"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","13","4944","4970","3747","3772","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","435.62424","0","119.52228","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.110146","71.05991","23.050234","21.579185","0.819472"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","14","4838","4868","3749","3782","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3352.124","0","481.51086","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","137.69604","92.2475","45.44854","31.721403","0.77606"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","15","5151","5179","3789","3815","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2587.9927","0","275.4629","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","111.71214","73.434784","38.27736","30.210861","0.629599"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","16","5130","5150","3794","3815","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3224.6877","0","238.13579","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.87365","51.781536","19.092113","18.989683","0.694761"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","17","4964","5000","3801","3828","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","3210.8665","0","491.55273","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.977889","1","652.0655","666.8095","137.09068","93.178825","43.911858","31.505611","0.673049"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","18","5168","5191","3808","3829","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2910.7263","0","330.75833","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72.0378","58.766453","13.271347","16.18439","0.848785"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","19","5098","5129","3809","3838","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2753.6313","0","365.4436","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","127.49806","86.70613","40.791927","28.91611","0.849133"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","20","5207","5240","3823","3853","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3418.5642","0","382.60327","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","144.2153","93.78418","50.431118","31.505611","0.824884"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","21","4961","4991","3827","3855","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3239.3645","0","422.98288","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","121.81699","73.38822","48.428772","31.937197","0.745367"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","22","4988","5018","3832","3859","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","3428.5012","0","358.55554","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4.144385","2","3700.4705","892.88763","112.96943","71.24618","41.72325","29.99507","0.704774"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","23","5191","5227","3857","3888","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2889.8635","0","467.15652","0","0","0","0","0","2","1.210719","1","1161.4058","959.2692","0","0","0","0","0","0","0","0","0","0","155.01865","98.76676","56.251884","34.310905","0.827376"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","24","5088","5111","3899","3924","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2914.6038","0","335.4148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.81669","64.77348","17.043203","18.5581","0.794566"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","25","5125","5158","3899","3925","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3305.973","0","451.79788","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","128.05685","88.47565","39.58121","28.91611","0.736552"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","26","4887","4927","3912","3955","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2803.8474","0","542.0752","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1.396984","1","945.013","676.4667","206.80017","103.42337","103.37681","52.00584","0.731075"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","27","4926","4944","3928","3960","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2406.777","0","415.00098","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.89474","48.382206","40.51253","30.426653","0.809573"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","28","4847","4870","3931","3952","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","515.4418","0","113.858604","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72.87599","59.278683","13.597309","15.537014","0.910523"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","29","4954","4976","3936","3969","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2428.9165","0","368.69308","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.325963","1","204.65814","627.8571","112.22437","69.33697","42.887405","30.210861","0.739276"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","30","5148","5178","3941","3974","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","3376.9795","0","456.57245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3.678724","2","3196.7646","868.98737","137.41664","92.2475","45.169144","31.937197","0.783639"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","31","4977","5004","3951","3970","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2777.2485","0","390.54462","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.21836","54.808334","32.410027","22.873938","0.788683"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","32","5181","5207","3950","3972","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3273.8813","0","299.24057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.54432","67.93998","19.60434","18.989683","0.793387"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","33","5108","5136","3986","4012","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3482.0588","0","386.1814","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108.964745","78.04483","30.919909","24.16869","0.906905"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","34","5191","5218","3996","4028","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3286.4653","0","413.17252","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","127.1721","87.45119","39.72091","28.268734","0.795215"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","35","3426","3453","3266","3290","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3461.8008","0","356.78128","0","0","0","0","0","1","0.884756","1","761.3562","860.5263","0","0","0","0","0","0","0","0","0","0","96.90411","72.596596","24.30752","22.01077","0.790686"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","36","3519","3547","3280","3301","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","663.5","0","154.35095","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.07866","68.731606","18.347055","20.284435","0.674628"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","37","3588","3617","3292","3318","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1794.0848","0","198.35565","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110.73425","80.00061","30.733644","25.247648","0.742142"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","38","3340","3376","3310","3335","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2850.1665","0","377.27017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","128.70879","90.66425","38.04453","30.426653","0.657713"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","39","3550","3579","3315","3344","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2453.958","0","325.1136","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.512227","1","357.3019","697.5455","120.60627","84.051865","36.554413","27.189775","0.805271"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","40","3296","3327","3319","3342","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1162.6927","0","173.17947","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","106.8227","79.39525","27.42745","24.600273","0.685405"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","41","3424","3446","3329","3358","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","930.1471","0","153.01575","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.73996","73.900444","21.839514","21.147602","0.674568"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","42","3281","3318","3378","3410","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1350.4648","0","192.92877","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","153.7148","102.631744","51.083042","37.1162","0.651708"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","43","3556","3581","3387","3410","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2671.079","0","332.39926","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71.01334","50.384552","20.628796","21.579185","0.720579"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","44","3540","3565","3392","3418","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2024.8516","0","303.58374","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82.88771","55.599957","27.287752","24.384481","0.818275"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","45","3393","3426","3394","3427","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2341.9148","0","327.87524","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","141.84042","94.80864","47.03179","33.663532","0.75796"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br9090_LHb_Panel2_20X\Br9090_LHb_Panel_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2_br9090","46","3500","3522","3408","3430","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1315.6292","0","162.38583","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71.33931","58.533623","12.805685","15.537014","0.865863"
