"Image Location","Analysis Region","Algorithm Name","Object Id","XMin","XMax","YMin","YMax","No Fluoro Nuclei","POU4F1+ Nuclei","SEMA3D+ Nuclei","SEMA3D+POU4F1-","TLE2+ Nuclei","TLE2+POU4F1-","ONECUT2+ Nuclei","ONECUT2+POU4F1-","SEMA3D+TLE2+","SEMA3D+TLE2+POU4F1-","SEMA3D+ONECUT2+","SEMA3D+ONECUT2+POU4F1-","TLE2+ONECUT2+","TLE2+ONECUT2+POU4F1-","SEMA3D+TLE2+ONECUT2+","POU4F1-SEMA3D+TLE2+ONECUT2+","20x DAPI Positive","20x DAPI Positive Nucleus","20x DAPI Nucleus Intensity","20x DAPI Positive Cytoplasm","20x DAPI Cytoplasm Intensity","POU4F1 - 520 Copies","POU4F1 - 520 Area (µm²)","POU4F1 - 520 Classification","POU4F1 - 520 Cell Intensity","POU4F1 - 520 Avg Intensity","SEMA3D - 570 Copies","SEMA3D - 570 Area (µm²)","SEMA3D - 570 Classification","SEMA3D - 570 Cell Intensity","SEMA3D - 570 Avg Intensity","TLE2 - 620 Copies","TLE2 - 620 Area (µm²)","TLE2 - 620 Classification","TLE2 - 620 Cell Intensity","TLE2 - 620 Avg Intensity","ONECUT2 - 690 Copies","ONECUT2 - 690 Area (µm²)","ONECUT2 - 690 Classification","ONECUT2 - 690 Cell Intensity","ONECUT2 - 690 Avg Intensity","Cell Area (µm²)","Cytoplasm Area (µm²)","Nucleus Area (µm²)","Nucleus Perimeter (µm)","Nucleus Roundness"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11245","4814","4843","8193","8222","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","2278.078","0","260.98032","0","0","0","0","0","10","2.002343","3","5676.3647","2834.8604","26","12.107193","4","15479.419","1278.5308","0","0","0","0","0","129.96606","87.54432","42.42174","28.484526","0.885928"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11246","4951","4972","8194","8218","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","2379.4812","0","241.91748","0","0","0","0","0","7","1.350418","2","3780.4246","2799.4482","1","0.419095","1","389.66537","929.7778","0","0","0","0","0","76.97381","62.07265","14.901161","15.968598","0.83517"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11247","5090","5119","8220","8248","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2741.2747","0","285.8399","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.419095","1","310.50296","740.8889","103.190544","64.866615","38.323925","26.758192","0.906367"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11248","5176","5205","8226","8254","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","2284.0735","0","240.94022","0","0","0","0","0","26","5.16884","4","16193.418","3132.8918","4","2.142042","2","2276.525","1062.7826","0","0","0","0","0","112.5969","80.23344","32.36346","26.326607","0.81733"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11249","4944","4971","8231","8259","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2951.8276","0","496.33893","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108.03342","77.765434","30.267984","24.600273","0.832382"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11250","5103","5131","8234","8263","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","2711.4456","0","364.91995","0","0","0","0","0","0","0","0","0","0","2","1.257285","1","889.739","707.6667","8","5.215406","2","4761.2","912.9107","110.03576","68.63847","41.39729","28.052942","0.861177"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11251","4791","4823","8243","8273","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2430.6995","0","237.92773","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","137.78917","90.85052","46.938656","30.642445","0.892944"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11252","4881","4908","8279","8309","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","3150.535","0","294.8238","0","0","0","0","0","2","0.465661","1","1183.7109","2542","0","0","0","0","0","2","1.117587","1","876.8868","784.625","118.92989","82.98084","35.94905","26.758192","0.830559"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11253","4958","4991","8296","8328","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1663.2994","0","182.47343","0","0","0","0","0","4","0.745058","2","2227.8633","2990.1875","48","16.298145","4","29489.725","1809.3915","0","0","0","0","0","157.62634","99.930916","57.695435","34.095116","0.784786"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11254","5096","5132","8298","8321","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","396.558","0","94.466194","0","0","0","0","0","9","1.629815","2","5906.634","3020.0952","61","21.141022","4","37247.27","1761.848","1","0.83819","1","822.87006","981.7222","118.6505","78.51049","40.140003","31.074028","0.676258"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11255","4850","4880","8312","8344","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","2424.6274","0","300.69464","1","0.60536","1","837.3521","1383.2307","0","0","0","0","0","0","0","0","0","0","5","3.213063","2","2674.712","832.4493","135.92653","93.178825","42.747707","31.074028","0.6972"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11256","5097","5126","8318","8346","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","939.3263","0","193.70154","0","0","0","0","0","0","0","0","0","0","51","19.185246","4","29995.852","1563.4855","0","0","0","0","0","103.656204","57.41604","46.240166","35.60566","0.743679"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11257","5075","5108","8324","8354","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","672.9455","0","145.30132","0","0","0","0","0","0","0","0","0","0","36","11.408702","4","21510.2","1885.4204","0","0","0","0","0","122.46892","74.64551","47.823414","33.879322","0.717405"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11258","5048","5070","8347","8377","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2145.172","0","254.1679","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.07061","75.99592","24.074688","22.873938","0.656702"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11259","5024","5047","8356","8390","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2399.7192","0","238.08852","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115.0649","84.70379","30.361116","26.326607","0.609638"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11260","4792","4815","8379","8403","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","988.06683","0","86.631615","0","0","0","0","0","7","1.722947","2","4729.815","2745.1892","1","0.558794","1","398.0007","712.25","0","0","0","0","0","79.16242","62.44518","16.71724","18.126516","0.83164"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11261","4870","4896","8385","8415","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2504.2378","0","213.36118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","117.579475","82.51518","35.064297","25.895023","0.830501"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11262","4779","4823","8400","8430","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1434.0255","0","122.51384","0","0","0","0","0","0","0","0","0","0","1","0.60536","1","439.21173","725.53845","0","0","0","0","0","176.67189","112.736595","63.935295","41.000454","0.633533"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11263","5082","5114","8400","8427","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2198.4272","0","220.54323","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","131.26991","89.40697","41.86295","28.91611","0.750295"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11264","5022","5057","8406","8434","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","2605.4102","0","318.44586","0","0","0","0","0","0","0","0","0","0","1","0.512227","1","407.8727","796.2727","1","0.745058","1","600.0046","805.3125","141.70073","95.041466","46.65926","31.937197","0.725552"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11265","4911","4945","8428","8454","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2573.514","0","315.72736","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","127.684326","87.45119","40.233135","30.858236","0.652251"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11266","4868","4896","8447","8487","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2750.3882","0","509.86713","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0.977889","1","827.2938","846","141.00224","78.51049","62.491745","38.410954","0.714677"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11267","4973","5002","8450","8474","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1572.0057","0","359.62717","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3.166497","2","3016.6003","952.66174","78.13796","53.830444","24.30752","28.700317","0.624884"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11268","5023","5054","8459","8486","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","2369.6733","0","690.89307","0","0","0","0","0","0","0","0","0","0","21","8.42847","4","13456.074","1596.5028","1","0.698492","1","576.95435","826","106.12421","59.65121","46.472996","32.36878","0.728516"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11269","5003","5036","8471","8490","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1916.5159","0","656.01526","0","0","0","0","0","0","0","0","0","0","5","2.561137","2","3222.3296","1258.1637","0","0","0","0","0","79.30212","42.747707","36.554413","29.99507","0.654031"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11270","4976","5008","8472","8500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2477.5708","0","288.8215","0","0","0","0","0","3","0.698492","1","2000.0618","2863.4","1","0.325963","1","220.77002","677.2857","6","3.445894","2","3728.3171","1081.9595","106.63644","68.87131","37.76513","35.389866","0.585924"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11271","5030","5060","8486","8508","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","2585.7766","0","542.25","0","0","0","0","0","0","0","0","0","0","1","0.931323","1","676.04706","725.9","0","0","0","0","0","90.33829","53.64418","36.69411","29.779278","0.582363"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11272","5082","5109","8487","8513","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2068.8894","0","320.15814","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.41165","50.05859","43.353065","34.5267","0.728056"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11273","5041","5067","8498","8525","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","2271.6824","0","529.91705","0","0","0","0","0","7","1.396984","2","4242.1743","3036.6667","1","0.651926","1","675.8142","1036.6428","0","0","0","0","0","91.17648","52.759422","38.417057","27.621359","0.768955"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11274","5128","5155","8507","8531","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1879.7449","0","859.9945","0","0","0","0","0","0","0","0","0","0","1","0.83819","1","852.99835","1017.6667","0","0","0","0","0","77.53261","25.518238","52.014366","33.663532","0.746345"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11275","2561","2591","8123","8148","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","3289.8696","0","371.85855","0","0","0","0","0","0","0","0","0","0","3","1.583248","1","1305.3417","824.4706","0","0","0","0","0","100.44314","66.17047","34.27267","27.189775","0.718477"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11276","2458","2484","8127","8156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2609.8533","0","477.9697","0","0","0","0","0","4","1.071021","2","2752.4307","2569.913","9","5.075708","2","5749.1475","1132.679","2","1.676381","1","1298.45","774.55554","98.25453","61.46729","36.787243","27.621359","0.811895"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11277","2539","2565","8127","8154","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2455.268","0","255.3568","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105.42571","66.17047","39.255245","29.779278","0.647039"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11278","2432","2460","8134","8159","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1980.0999","0","544.25","0","0","0","0","0","10","2.188608","3","6487.7793","2964.3403","3","1.955777","1","1561.176","798.2381","0","0","0","0","0","101.65386","64.82005","36.83381","27.83715","0.866448"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11279","2559","2585","8140","8169","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1974.3805","0","375.1924","0","0","0","0","0","2","0.465661","1","1171.79","2516.4","2","1.117587","1","935.4204","837","0","0","0","0","0","96.019356","58.81302","37.206337","28.91611","0.636347"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11280","2628","2652","8137","8161","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","755.4769","0","61.82349","0","0","0","0","0","8","1.816079","2","5387.7476","2966.6924","1","0.419095","1","358.32635","855","0","0","0","0","0","88.00999","67.800285","20.2097","19.421268","0.851404"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11281","2475","2504","8144","8180","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2377.15","0","369.69247","0","0","0","0","0","7","1.629815","2","4556.5425","2795.743","0","0","0","0","0","0","0","0","0","0","142.07326","93.27196","48.801304","33.663532","0.698048"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11282","2438","2470","8157","8174","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1163.1816","0","220.53215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.698492","1","665.2437","952.4","79.39525","55.041164","24.354086","23.737104","0.614504"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11283","2516","2537","8160","8185","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2692.7104","0","188.44995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73.76075","53.504482","20.256266","20.716019","0.754559"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11284","2444","2485","8168","8194","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1927.5276","0","246.40427","0","0","0","0","0","6","1.350418","2","3963.1035","2934.724","1","1.071021","1","907.1547","847","0","0","0","0","0","149.94293","91.688705","58.254227","38.842537","0.66138"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11285","2504","2529","8173","8200","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2393.6604","0","438.8191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85.86794","56.112186","29.755756","23.08973","0.820126"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11286","2639","2672","8182","8209","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","3247.8706","0","313.35663","0","0","0","0","0","15","2.933666","3","9115.972","3107.365","4","1.955777","2","2118.6191","1083.262","0","0","0","0","0","117.02068","75.99592","41.02476","29.347694","0.798873"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11287","2476","2508","8185","8210","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2859.1191","0","538.35785","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","106.63644","62.07265","44.563786","30.858236","0.708229"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11288","2605","2635","8187","8223","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","3112.6914","0","466.58218","0","0","0","0","0","5","1.350418","2","3528.7812","2613.1035","1","0.745058","1","862.1719","1157.1875","0","0","0","0","0","154.78581","100.303444","54.482372","37.547783","0.708841"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11289","2687","2719","8191","8226","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1716.221","0","215.0839","222","58.859585","4","137574.97","2337.3418","0","0","0","0","0","0","0","0","0","0","1","0.651926","1","638.56134","979.5","151.43304","97.69574","53.737312","34.958282","0.779498"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11290","2492","2522","8197","8222","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3257.732","0","493.0469","0","0","0","0","0","9","2.002343","2","5888.008","2940.558","0","0","0","0","0","0","0","0","0","0","99.55838","58.58019","40.97819","30.858236","0.744733"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11291","2523","2545","8197","8223","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1760.5751","0","148.53629","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.60597","64.16813","16.437843","18.773891","0.757751"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHB_Panel1_20X\Br8433_LHb_Panel1_20X_MaxIntensity_Stitched_UNMIX-MaxIP.nd2","Layer 1","16Phenotype_LHb_Panel1","11292","2764","2793","8212","8243","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2160.126","0","292.7993","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.558794","1","425.52127","761.5","125.49572","78.88302","46.612694","31.28982","0.837562"
