"Image Location","Analysis Region","Algorithm Name","Object Id","XMin","XMax","YMin","YMax","POU4F1+ Hb Nuclei","Non-Fluoro Nuclei","CRH+ Nuclei","CRH+ POU4F1-","MCOLN+POU4F1-","MCOLN3+ Nuclei","ESRP1+ Nuclei","ESRP1+POUF41-","CRH+MCOLN3+","CRH+MOCLN3+POU4F1-","CRH+ESRP1+","CRH+ESRP1+POU4F1-","MCOLN3+ESRP1+","MCOLN3+ESRP1+POU4F1-","CRH+MCOLN3+ESRP1+","CRH+MCOLN3+ESRP1+POU4F1-","20x DAPI Positive","20x DAPI Positive Nucleus","20x DAPI Nucleus Intensity","20x DAPI Positive Cytoplasm","20x DAPI Cytoplasm Intensity","POU4F1 - 520 Copies","POU4F1 - 520 Area (µm²)","POU4F1 - 520 Classification","POU4F1 - 520 Cell Intensity","POU4F1 - 520 Avg Intensity","CRH - 570 Copies","CRH - 570 Area (µm²)","CRH - 570 Classification","CRH - 570 Cell Intensity","CRH - 570 Avg Intensity","MCOLN3 - 620 Copies","MCOLN3 - 620 Area (µm²)","MCOLN3 - 620 Classification","MCOLN3 - 620 Cell Intensity","MCOLN3 - 620 Avg Intensity","ESRP1 - 690 Copies","ESRP1 - 690 Area (µm²)","ESRP1 - 690 Classification","ESRP1 - 690 Cell Intensity","ESRP1 - 690 Avg Intensity","Cell Area (µm²)","Cytoplasm Area (µm²)","Nucleus Area (µm²)","Nucleus Perimeter (µm)","Nucleus Roundness"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","10","2483","2519","1507","1543","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","361.26654","0","122.7075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","197.85948","115.57713","82.28235","40.137287","0.830921"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","11","2888","2918","1276","1306","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","517.8206","0","120.05355","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.372529","1","156.3225","419.625","136.62502","87.823715","48.801304","29.779278","0.901531"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","12","2640","2675","1300","1329","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","400.35306","0","141.30391","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","147.70776","96.531586","51.176174","33.016155","0.761469"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","13","2850","2880","1392","1423","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","498.4458","0","145.5996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","137.6029","91.64214","45.96077","30.210861","0.7781"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","14","5148","5180","1532","1567","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1210.5104","0","213.07162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","164.19217","101.42103","62.77114","35.82145","0.904727"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","15","5182","5207","1549","1579","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","882.39795","0","185.06075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","111.19991","79.721214","31.478703","25.031857","0.79592"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","16","4917","4946","1560","1591","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","494.11087","0","134.07893","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","107.56776","64.30782","43.259933","32.80036","0.742297"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","17","4941","4971","1582","1608","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","572.4525","0","121.50306","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","119.58182","83.77247","35.809353","26.326607","0.802932"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","18","5014","5044","1633","1664","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1159.0717","0","192.33176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140.39688","88.42908","51.9678","31.505611","0.864151"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","19","5084","5113","1633","1661","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","976.5315","0","148.4618","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","114.97177","81.67699","33.29478","25.895023","0.797281"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","20","5021","5050","1661","1695","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","439.653","0","138.71704","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","146.31078","93.97045","52.34033","32.80036","0.794338"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","21","4964","4995","1666","1696","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1065.3131","0","190.4545","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.419095","1","177.69635","424","139.32585","91.59557","47.73028","31.074028","0.882247"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","22","5047","5074","1691","1723","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1181.6948","0","215.75665","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.651926","1","279.30365","428.42856","130.38516","84.005295","46.379864","31.074028","0.784756"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","23","5073","5101","1694","1724","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","716.8473","0","153.61964","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","127.63776","82.51518","45.122578","29.347694","0.827268"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","24","5172","5201","1699","1735","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","930.913","0","156.90427","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","145.79855","93.87731","51.921234","34.095116","0.747712"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","25","5146","5178","1715","1746","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1679.5765","0","234.07227","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.372529","1","182.027","488.625","145.61229","91.50244","54.10984","33.23195","0.880405"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","26","5154","5179","1806","1829","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1730.8768","0","185.15433","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84.61066","66.07734","18.53332","18.989683","0.830987"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","27","4990","5013","1821","1845","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","891.91003","0","131.95699","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83.073975","64.95975","18.114223","18.5581","0.902836"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","28","5291","5323","1849","1877","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1766.3966","0","345.4714","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120.000916","87.12523","32.875687","29.347694","0.617832"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","29","4955","4986","1852","1883","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1381.9508","0","202.408","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","146.17108","94.156715","52.014366","31.505611","0.905797"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","30","5095","5124","1853","1884","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1756.5038","0","234.84526","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","131.73558","88.47565","43.259933","29.347694","0.872527"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","31","5208","5238","1860","1888","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","808.7913","0","186.27153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","117.62604","84.37782","33.248215","27.189775","0.708146"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","32","4938","4973","1888","1920","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","550.0326","0","133.32663","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","164.70439","101.79356","62.91084","35.82145","0.85926"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","33","5090","5118","1910","1938","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1968.5485","0","277.10297","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1.44355","1","699.70264","484.7097","119.20929","83.21367","35.995617","26.326607","0.80449"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","34","5197","5227","1917","1949","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","805.16425","0","140.03603","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140.25719","91.78184","48.47534","30.642445","0.881973"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","35","2467","2490","1936","1967","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","563.77576","0","124.83457","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.278984","68.96444","30.31455","25.895023","0.705088"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","36","2447","2470","1936","1962","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","816.95807","0","198.81857","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82.42205","54.668636","27.753412","23.08973","0.870472"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","37","2429","2458","1949","1981","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","735.82556","0","165.29094","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","127.591194","82.74801","44.84318","29.779278","0.880302"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","38","2452","2478","2020","2047","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","903.76935","0","138.30678","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101.88669","74.83177","27.05492","23.305521","0.856445"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","39","2342","2375","2033","2059","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","484.36575","0","127.800224","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","132.76004","82.98084","49.77919","31.505611","0.856608"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","40","2388","2411","2034","2059","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","819.3075","0","148.48076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85.77481","66.543","19.231812","19.421268","0.843612"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","41","2444","2478","2052","2084","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","625.80945","0","136.44165","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","154.36671","98.1614","56.20532","34.095116","0.832916"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","42","2345","2372","2059","2083","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","878.56055","0","147.14182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1.676381","1","769.0862","458.77777","103.656204","70.59425","33.06195","25.031857","0.845615"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","43","2160","2190","2058","2075","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","468.13562","0","208.29724","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.31486","47.311188","23.003668","24.16869","0.582386"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","44","2160","2191","2076","2098","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","479.78238","0","124.51298","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104.86692","61.00163","43.86529","28.91611","0.731284"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","45","2486","2514","2072","2107","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1350.2968","0","198.70659","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","148.91847","96.81098","52.1075","32.36878","0.81245"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","46","2263","2293","2095","2125","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","767.60175","0","139.08696","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","128.84848","86.7527","42.09578","28.91611","0.929431"
"\\10.17.9.46\Neural_Plasticity\Kelsey\Hb_SCZ_Rebuttal_RNAscope\Br8433_LHb_Panel2_20X\Br8433_LHb_Panel2_20X_MaxIntensity_Stitched_UNMIX.nd2","Layer 1","16Phenotypes_LHb_Panel2","47","2425","2455","2109","2139","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3460.618","0","348.39926","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","118.79019","74.17984","44.61035","30.210861","0.870091"
